epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
370,393.177,0.83896,0.5088,0.81661,0.87555,0.69173,0.74246,0.54396,0.71154,0.44319,0.87884,0.000154864,0.000154864,0.000154864
371,394.269,0.87467,0.49478,0.80834,0.87616,0.6912,0.74397,0.54264,0.70879,0.44613,0.87869,0.000154623,0.000154623,0.000154623
372,395.431,0.87105,0.52499,0.82657,0.87373,0.69687,0.74425,0.54445,0.72236,0.4551,0.87882,0.000154381,0.000154381,0.000154381
373,396.453,0.87128,0.50094,0.81176,0.86723,0.70099,0.74483,0.5433,0.72732,0.45852,0.87626,0.00015414,0.00015414,0.00015414
374,397.466,0.87314,0.51225,0.81146,0.85044,0.6984,0.74427,0.54417,0.7,0.45255,0.87659,0.000153898,0.000153898,0.000153898
375,398.464,0.89805,0.51547,0.80851,0.84944,0.69956,0.74828,0.54924,0.70536,0.45651,0.87951,0.000153657,0.000153657,0.000153657
376,399.491,0.8637,0.49986,0.80097,0.87368,0.6967,0.75153,0.55171,0.7069,0.45486,0.88071,0.000153415,0.000153415,0.000153415
377,400.494,0.86137,0.51162,0.81718,0.86862,0.698,0.75169,0.55479,0.70038,0.45067,0.87954,0.000153173,0.000153173,0.000153173
378,403.222,0.86705,0.50562,0.80821,0.86038,0.69763,0.7529,0.55186,0.71215,0.45158,0.87941,0.000152932,0.000152932,0.000152932
379,404.361,0.87124,0.52219,0.81138,0.86505,0.69695,0.7501,0.55143,0.70604,0.45312,0.88192,0.00015269,0.00015269,0.00015269
380,405.513,0.89058,0.50538,0.81065,0.82726,0.69336,0.75122,0.54972,0.70732,0.45401,0.88098,0.000152449,0.000152449,0.000152449
381,406.629,0.83336,0.4991,0.8134,0.83077,0.69801,0.74977,0.54892,0.71228,0.45079,0.879,0.000152207,0.000152207,0.000152207
382,407.707,0.88404,0.50921,0.81479,0.8418,0.69902,0.74973,0.549,0.69704,0.45084,0.88118,0.000151966,0.000151966,0.000151966
383,408.678,0.86402,0.50758,0.81802,0.83815,0.70124,0.74985,0.54492,0.71309,0.45435,0.88214,0.000151724,0.000151724,0.000151724
384,409.767,0.87153,0.49755,0.81552,0.81265,0.70315,0.7492,0.53723,0.7606,0.45696,0.87995,0.000151483,0.000151483,0.000151483
385,410.743,0.86172,0.48689,0.80342,0.80625,0.70452,0.74484,0.53802,0.72945,0.45365,0.88077,0.000151241,0.000151241,0.000151241
386,411.714,0.82657,0.49186,0.81535,0.80771,0.70607,0.7461,0.53713,0.70762,0.44928,0.88229,0.000150999,0.000150999,0.000150999
387,412.661,0.85709,0.49054,0.80695,0.81344,0.70556,0.74735,0.53689,0.71423,0.44314,0.87805,0.000150758,0.000150758,0.000150758
388,413.675,0.8809,0.51314,0.80885,0.83813,0.7052,0.74716,0.54371,0.69524,0.44253,0.87924,0.000150516,0.000150516,0.000150516
389,414.689,0.85079,0.49906,0.80476,0.84325,0.70512,0.74596,0.54019,0.70859,0.44576,0.8818,0.000150275,0.000150275,0.000150275
390,415.785,0.90092,0.50695,0.81727,0.82617,0.71022,0.74745,0.54264,0.70404,0.44299,0.87794,0.000150033,0.000150033,0.000150033
391,416.787,0.85063,0.49511,0.81827,0.83729,0.70711,0.74835,0.53932,0.70235,0.44483,0.87644,0.000149792,0.000149792,0.000149792
392,417.766,0.92421,0.52728,0.814,0.80192,0.70519,0.74994,0.54556,0.69536,0.44345,0.8783,0.00014955,0.00014955,0.00014955
393,418.723,0.86886,0.50348,0.81231,0.80913,0.7022,0.7514,0.54598,0.6926,0.43772,0.87329,0.000149308,0.000149308,0.000149308
394,419.72,0.86013,0.50763,0.81539,0.8297,0.71033,0.75538,0.55045,0.68796,0.42994,0.8707,0.000149067,0.000149067,0.000149067
395,420.685,0.88675,0.51929,0.81511,0.83315,0.71083,0.7572,0.54618,0.6971,0.43674,0.8718,0.000148825,0.000148825,0.000148825
396,421.801,0.84882,0.50039,0.81369,0.83693,0.70904,0.75683,0.54804,0.70693,0.43966,0.87289,0.000148584,0.000148584,0.000148584
397,422.782,0.87309,0.50618,0.81588,0.84114,0.70964,0.75564,0.54597,0.70275,0.44216,0.87428,0.000148342,0.000148342,0.000148342
398,423.857,0.90581,0.51579,0.81314,0.82737,0.7116,0.75594,0.54602,0.70797,0.4409,0.87582,0.000148101,0.000148101,0.000148101
399,424.841,0.8969,0.50992,0.81483,0.8164,0.71146,0.75663,0.54686,0.69168,0.43879,0.87307,0.000147859,0.000147859,0.000147859
400,425.855,0.81833,0.49678,0.81426,0.90881,0.6752,0.75356,0.54113,0.69879,0.44099,0.87477,0.000147618,0.000147618,0.000147618
401,426.837,0.83823,0.49555,0.8138,0.9121,0.6795,0.75606,0.54088,0.70667,0.44612,0.8768,0.000147376,0.000147376,0.000147376
402,427.906,0.8266,0.49339,0.81108,0.91241,0.67737,0.75632,0.54399,0.69752,0.44702,0.88009,0.000147134,0.000147134,0.000147134
403,428.884,0.84571,0.50846,0.80726,0.91031,0.67429,0.75661,0.52943,0.72327,0.45279,0.88128,0.000146893,0.000146893,0.000146893
404,429.877,0.87939,0.50368,0.80771,0.91314,0.67505,0.75583,0.53311,0.7171,0.4612,0.8838,0.000146651,0.000146651,0.000146651
405,430.887,0.92035,0.50693,0.81001,0.80815,0.71569,0.75567,0.53988,0.70446,0.45777,0.88279,0.00014641,0.00014641,0.00014641
406,431.877,0.85477,0.50408,0.81004,0.81993,0.71293,0.75603,0.54158,0.71406,0.45015,0.88074,0.000146168,0.000146168,0.000146168
407,432.931,0.86137,0.50202,0.81258,0.83491,0.71009,0.75362,0.54034,0.70611,0.44807,0.88322,0.000145927,0.000145927,0.000145927
408,434.099,0.85206,0.50809,0.81116,0.8334,0.70986,0.75441,0.54708,0.69767,0.44789,0.8855,0.000145685,0.000145685,0.000145685
409,435.263,0.82963,0.52925,0.81101,0.84049,0.70607,0.75317,0.54773,0.71134,0.44979,0.88338,0.000145444,0.000145444,0.000145444
410,438.009,0.82456,0.49494,0.80391,0.85597,0.69343,0.74914,0.54858,0.70887,0.44728,0.88421,0.000145202,0.000145202,0.000145202
411,439.107,0.88725,0.51208,0.80334,0.85878,0.69158,0.74916,0.54251,0.71877,0.44688,0.88118,0.00014496,0.00014496,0.00014496
412,440.236,0.83738,0.49847,0.81528,0.86244,0.68831,0.74792,0.53489,0.71958,0.4447,0.87544,0.000144719,0.000144719,0.000144719
413,441.259,0.85347,0.48123,0.80814,0.86711,0.68707,0.751,0.53778,0.72377,0.45223,0.87593,0.000144477,0.000144477,0.000144477
414,442.429,0.82378,0.4953,0.80771,0.87743,0.68578,0.75005,0.54065,0.74351,0.4495,0.87645,0.000144236,0.000144236,0.000144236
415,443.42,0.85609,0.48879,0.81089,0.87568,0.69033,0.74895,0.54389,0.73652,0.44539,0.8726,0.000143994,0.000143994,0.000143994
416,444.426,0.89854,0.50276,0.81073,0.8503,0.69789,0.75243,0.55103,0.71186,0.43817,0.87156,0.000143753,0.000143753,0.000143753
417,445.412,0.82398,0.48706,0.81386,0.84523,0.70149,0.75285,0.55581,0.70465,0.43642,0.8713,0.000143511,0.000143511,0.000143511
418,446.432,0.85172,0.50063,0.80468,0.83913,0.71177,0.75238,0.55016,0.71047,0.43227,0.8726,0.000143269,0.000143269,0.000143269
419,447.414,0.88918,0.49852,0.81127,0.83888,0.71801,0.75292,0.55166,0.70422,0.43441,0.87422,0.000143028,0.000143028,0.000143028
420,448.518,0.86302,0.51083,0.81618,0.84309,0.7139,0.75114,0.55589,0.70928,0.44929,0.8791,0.000142786,0.000142786,0.000142786
421,449.559,0.8332,0.529,0.81058,0.85277,0.71251,0.74784,0.55301,0.72758,0.44842,0.88032,0.000142545,0.000142545,0.000142545
422,450.598,0.85259,0.4941,0.80848,0.81244,0.72485,0.74874,0.55637,0.71847,0.44246,0.87991,0.000142303,0.000142303,0.000142303
423,451.625,0.84401,0.49934,0.81113,0.81632,0.72237,0.74625,0.54938,0.72492,0.43991,0.87543,0.000142062,0.000142062,0.000142062
424,452.625,0.84014,0.4998,0.81725,0.87703,0.68477,0.7484,0.54697,0.72299,0.43879,0.87627,0.00014182,0.00014182,0.00014182
425,453.561,0.83869,0.49543,0.80505,0.8619,0.69089,0.74882,0.55142,0.70438,0.43642,0.87804,0.000141579,0.000141579,0.000141579
426,454.598,0.88668,0.49928,0.81199,0.83556,0.71459,0.7507,0.55459,0.71126,0.44959,0.88292,0.000141337,0.000141337,0.000141337
427,455.515,0.82208,0.47843,0.80881,0.83268,0.71745,0.75229,0.55315,0.72545,0.45194,0.88177,0.000141095,0.000141095,0.000141095
428,456.477,0.8214,0.47653,0.80232,0.80632,0.71555,0.75141,0.5533,0.71478,0.44585,0.88008,0.000140854,0.000140854,0.000140854
429,457.428,0.84353,0.48779,0.80699,0.80718,0.71472,0.75233,0.54738,0.7117,0.44168,0.87637,0.000140612,0.000140612,0.000140612
430,458.438,0.84348,0.48865,0.80929,0.81075,0.71583,0.75394,0.54208,0.74995,0.4396,0.86966,0.000140371,0.000140371,0.000140371
431,459.388,0.84063,0.48342,0.809,0.8493,0.71451,0.75411,0.54111,0.72488,0.43893,0.87184,0.000140129,0.000140129,0.000140129
432,460.468,0.82955,0.49462,0.81075,0.8387,0.71598,0.75255,0.53585,0.7247,0.44806,0.8758,0.000139888,0.000139888,0.000139888
433,461.511,0.83466,0.48783,0.81311,0.8297,0.71776,0.7517,0.53638,0.72727,0.44851,0.87861,0.000139646,0.000139646,0.000139646
434,462.489,0.8535,0.50034,0.82134,0.91347,0.6781,0.75403,0.54272,0.70952,0.45044,0.88454,0.000139405,0.000139405,0.000139405
435,463.483,0.8937,0.50446,0.8054,0.91448,0.6784,0.75225,0.54215,0.71991,0.45201,0.88557,0.000139163,0.000139163,0.000139163
436,464.497,0.92007,0.49731,0.80781,0.91438,0.67886,0.74492,0.54462,0.75158,0.46455,0.88482,0.000138921,0.000138921,0.000138921
437,465.486,0.85834,0.49581,0.8119,0.91698,0.67902,0.75046,0.53989,0.74344,0.45853,0.88214,0.00013868,0.00013868,0.00013868
438,466.545,0.92051,0.51293,0.8073,0.91131,0.6825,0.752,0.54178,0.7283,0.45438,0.8802,0.000138438,0.000138438,0.000138438
439,467.588,0.83597,0.48803,0.80149,0.8884,0.68381,0.75061,0.54123,0.72239,0.45512,0.8805,0.000138197,0.000138197,0.000138197
440,468.618,0.78064,0.47596,0.81228,0.83363,0.71178,0.75085,0.5493,0.70538,0.44668,0.88289,0.000137955,0.000137955,0.000137955
441,471.392,0.8622,0.49757,0.80885,0.84752,0.70673,0.75067,0.54315,0.69229,0.43901,0.88003,0.000137714,0.000137714,0.000137714
442,472.481,0.90166,0.51309,0.81938,0.85578,0.70303,0.75148,0.54518,0.69504,0.43853,0.87851,0.000137472,0.000137472,0.000137472
443,473.531,0.8239,0.48358,0.80567,0.86331,0.70254,0.75334,0.55007,0.70014,0.43407,0.87887,0.00013723,0.00013723,0.00013723
444,474.697,0.8944,0.4947,0.80658,0.87778,0.69956,0.75515,0.54902,0.68561,0.42835,0.87643,0.000136989,0.000136989,0.000136989
445,475.767,0.81207,0.4744,0.8072,0.88496,0.6986,0.75457,0.55885,0.68063,0.42682,0.87303,0.000136747,0.000136747,0.000136747
446,476.829,0.86092,0.49254,0.81513,0.87394,0.69696,0.75209,0.54891,0.69337,0.43208,0.87164,0.000136506,0.000136506,0.000136506
447,477.797,0.87354,0.48338,0.81627,0.86278,0.70067,0.75162,0.55238,0.70529,0.43576,0.87099,0.000136264,0.000136264,0.000136264
448,478.832,0.86328,0.49905,0.81132,0.86756,0.7038,0.75125,0.54481,0.69983,0.43449,0.87137,0.000136023,0.000136023,0.000136023
449,479.863,0.82463,0.47644,0.80242,0.87812,0.70294,0.75205,0.54771,0.70806,0.43735,0.87207,0.000135781,0.000135781,0.000135781
450,480.932,0.81639,0.46092,0.81324,0.88814,0.69444,0.75304,0.54669,0.71578,0.44388,0.87695,0.00013554,0.00013554,0.00013554
451,481.943,0.86047,0.49875,0.81081,0.90358,0.68823,0.75379,0.54288,0.72135,0.43698,0.87648,0.000135298,0.000135298,0.000135298
452,482.94,0.8109,0.47597,0.80975,0.91201,0.68509,0.75416,0.54818,0.71903,0.43873,0.87603,0.000135056,0.000135056,0.000135056
453,483.917,0.8282,0.48373,0.81365,0.91715,0.68401,0.75376,0.5464,0.70331,0.44528,0.87928,0.000134815,0.000134815,0.000134815
454,484.875,0.84764,0.48901,0.81056,0.91271,0.68667,0.75473,0.54874,0.70331,0.43718,0.87955,0.000134573,0.000134573,0.000134573
455,485.864,0.80703,0.4749,0.80589,0.9024,0.68986,0.75426,0.55713,0.69837,0.44045,0.87847,0.000134332,0.000134332,0.000134332
456,486.881,0.84335,0.47348,0.81028,0.87028,0.69651,0.75465,0.55904,0.68888,0.44887,0.87921,0.00013409,0.00013409,0.00013409
457,487.837,0.86055,0.49647,0.8069,0.85175,0.70672,0.75894,0.55996,0.68966,0.44601,0.87934,0.000133849,0.000133849,0.000133849
458,488.855,0.84229,0.49098,0.80993,0.83031,0.71108,0.75809,0.55071,0.69893,0.4385,0.87679,0.000133607,0.000133607,0.000133607
459,489.81,0.89658,0.51321,0.8107,0.83574,0.70838,0.75764,0.54962,0.70141,0.43702,0.87618,0.000133366,0.000133366,0.000133366
460,490.797,0.86111,0.47644,0.80892,0.8419,0.70283,0.75261,0.54393,0.70666,0.43019,0.87592,0.000133124,0.000133124,0.000133124
461,491.753,0.83298,0.48315,0.80814,0.7666,0.73228,0.7534,0.54167,0.70048,0.43087,0.87781,0.000132882,0.000132882,0.000132882
462,492.802,0.83821,0.47809,0.80679,0.80425,0.73376,0.7608,0.54837,0.7148,0.43863,0.87858,0.000132641,0.000132641,0.000132641
463,493.77,0.93072,0.50411,0.80714,0.83,0.72314,0.75934,0.5457,0.70304,0.43764,0.87834,0.000132399,0.000132399,0.000132399
464,494.769,0.83945,0.48156,0.80224,0.86949,0.70591,0.75913,0.54609,0.68556,0.42751,0.87882,0.000132158,0.000132158,0.000132158
465,495.745,0.81954,0.49561,0.80453,0.826,0.71192,0.76052,0.5476,0.69161,0.43131,0.87814,0.000131916,0.000131916,0.000131916
466,496.737,0.85707,0.49367,0.80884,0.82018,0.71153,0.76134,0.54901,0.7061,0.43367,0.87905,0.000131675,0.000131675,0.000131675
467,497.773,0.84776,0.48288,0.81048,0.82883,0.71097,0.7612,0.55287,0.72353,0.43845,0.87972,0.000131433,0.000131433,0.000131433
468,498.864,0.83581,0.48783,0.81372,0.87571,0.70934,0.7593,0.54689,0.71591,0.44075,0.87936,0.000131191,0.000131191,0.000131191
469,499.914,0.80599,0.46561,0.80318,0.87767,0.70687,0.76061,0.54811,0.69784,0.43987,0.88154,0.00013095,0.00013095,0.00013095
470,500.97,0.83523,0.47983,0.81087,0.82847,0.71646,0.7615,0.55276,0.70363,0.44224,0.88141,0.000130708,0.000130708,0.000130708
471,502.02,0.85509,0.47468,0.81695,0.87718,0.70541,0.76136,0.55777,0.70822,0.43472,0.87949,0.000130467,0.000130467,0.000130467
472,503.093,0.83883,0.48232,0.81136,0.87613,0.69994,0.76446,0.56031,0.68797,0.43423,0.88046,0.000130225,0.000130225,0.000130225
473,506.04,0.88826,0.49539,0.81799,0.87529,0.69709,0.76158,0.5547,0.69492,0.43626,0.87771,0.000129984,0.000129984,0.000129984
474,507.225,0.83963,0.49135,0.81203,0.87579,0.694,0.76003,0.55673,0.70891,0.44277,0.87611,0.000129742,0.000129742,0.000129742
475,508.386,0.80236,0.47537,0.81077,0.88005,0.69501,0.75923,0.55077,0.70322,0.43909,0.87782,0.000129501,0.000129501,0.000129501
476,509.559,0.85472,0.49201,0.80382,0.89636,0.6911,0.75447,0.54714,0.6995,0.4381,0.87599,0.000129259,0.000129259,0.000129259
477,510.644,0.85272,0.48493,0.8136,0.90596,0.68724,0.7575,0.54342,0.70273,0.42933,0.87432,0.000129017,0.000129017,0.000129017
478,511.841,0.82096,0.49033,0.80893,0.89349,0.69104,0.75934,0.5496,0.69548,0.43361,0.8745,0.000128776,0.000128776,0.000128776
479,512.926,0.83372,0.49169,0.80344,0.84671,0.69578,0.76088,0.55108,0.69735,0.43177,0.87532,0.000128534,0.000128534,0.000128534
480,514.046,0.86072,0.49518,0.80682,0.8181,0.71396,0.76211,0.54798,0.70015,0.43808,0.87724,0.000128293,0.000128293,0.000128293
481,515.023,0.83196,0.48415,0.80259,0.79363,0.72147,0.76102,0.54904,0.69882,0.44124,0.87745,0.000128051,0.000128051,0.000128051
482,516.032,0.87309,0.49667,0.81636,0.912,0.67804,0.76017,0.55047,0.70104,0.44084,0.87447,0.00012781,0.00012781,0.00012781
483,516.972,0.85472,0.49981,0.80896,0.91801,0.67406,0.76132,0.55169,0.70805,0.4395,0.87436,0.000127568,0.000127568,0.000127568
484,517.971,0.80459,0.46873,0.80697,0.9119,0.67707,0.76405,0.55391,0.71541,0.44071,0.8755,0.000127327,0.000127327,0.000127327
485,518.974,0.83283,0.49101,0.79988,0.79655,0.72008,0.76412,0.55595,0.69107,0.43247,0.87398,0.000127085,0.000127085,0.000127085
486,520.067,0.81858,0.50648,0.81178,0.8155,0.70669,0.7605,0.55234,0.69225,0.42768,0.87328,0.000126843,0.000126843,0.000126843
487,521.076,0.80566,0.46147,0.80158,0.81778,0.7058,0.76067,0.55496,0.69631,0.42551,0.87248,0.000126602,0.000126602,0.000126602
488,522.093,0.84417,0.48464,0.80932,0.86689,0.70143,0.76593,0.55511,0.69073,0.42666,0.87538,0.00012636,0.00012636,0.00012636
489,523.113,0.84409,0.47758,0.8064,0.87361,0.69634,0.76466,0.5578,0.69135,0.42623,0.87671,0.000126119,0.000126119,0.000126119
490,524.161,0.83568,0.48407,0.81174,0.87367,0.69638,0.7659,0.55532,0.69063,0.42918,0.87574,0.000125877,0.000125877,0.000125877
491,525.208,0.79955,0.46789,0.81292,0.85877,0.70781,0.77648,0.55663,0.68662,0.43128,0.87329,0.000125636,0.000125636,0.000125636
492,526.274,0.83476,0.46857,0.81217,0.81783,0.71055,0.77685,0.5582,0.68509,0.42435,0.87066,0.000125394,0.000125394,0.000125394
493,527.187,0.7897,0.4575,0.80137,0.80361,0.7151,0.77625,0.55984,0.68695,0.42357,0.87064,0.000125152,0.000125152,0.000125152
494,528.123,0.83588,0.47345,0.8036,0.74044,0.75955,0.77611,0.56026,0.68289,0.43011,0.87084,0.000124911,0.000124911,0.000124911
495,529.031,0.80332,0.46032,0.81288,0.86833,0.6978,0.77482,0.55708,0.6859,0.43093,0.87023,0.000124669,0.000124669,0.000124669
496,529.946,0.82006,0.4733,0.8071,0.87737,0.69308,0.77433,0.55314,0.69026,0.43253,0.86941,0.000124428,0.000124428,0.000124428
497,530.85,0.88004,0.48114,0.81217,0.8805,0.69404,0.76791,0.55938,0.6936,0.43422,0.87232,0.000124186,0.000124186,0.000124186
498,531.82,0.86872,0.50145,0.80158,0.87811,0.69754,0.76347,0.5557,0.69532,0.4355,0.8762,0.000123945,0.000123945,0.000123945
499,532.713,0.83148,0.47309,0.80905,0.8344,0.69871,0.7632,0.55488,0.6953,0.43502,0.87647,0.000123703,0.000123703,0.000123703
500,533.626,0.84843,0.48309,0.8083,0.84365,0.7096,0.76776,0.55575,0.6926,0.43415,0.88025,0.000123462,0.000123462,0.000123462
501,534.543,0.88157,0.49677,0.80239,0.84416,0.70771,0.76546,0.555,0.6854,0.43118,0.87808,0.00012322,0.00012322,0.00012322
502,535.46,0.84427,0.48744,0.80845,0.83879,0.69306,0.76249,0.5522,0.68049,0.4316,0.87775,0.000122978,0.000122978,0.000122978
503,536.37,0.82831,0.47217,0.80509,0.84605,0.69167,0.77113,0.55305,0.69908,0.43778,0.88029,0.000122737,0.000122737,0.000122737
504,539.046,0.81727,0.47278,0.80151,0.88901,0.68965,0.76267,0.55259,0.70733,0.43239,0.88252,0.000122495,0.000122495,0.000122495
505,539.935,0.86226,0.48593,0.80613,0.8947,0.68774,0.76857,0.55664,0.68549,0.42614,0.87894,0.000122254,0.000122254,0.000122254
506,540.862,0.8238,0.47074,0.7993,0.89266,0.68494,0.76851,0.55647,0.67864,0.42534,0.87451,0.000122012,0.000122012,0.000122012
507,541.755,0.8497,0.49764,0.80175,0.88884,0.6844,0.76652,0.55665,0.69241,0.43001,0.87465,0.000121771,0.000121771,0.000121771
508,542.7,0.89106,0.48771,0.80701,0.88325,0.68572,0.76735,0.55969,0.68585,0.42869,0.87673,0.000121529,0.000121529,0.000121529
509,543.588,0.86082,0.47154,0.80664,0.8801,0.68909,0.76816,0.56024,0.68328,0.42765,0.87571,0.000121288,0.000121288,0.000121288
510,544.553,0.78568,0.45887,0.81032,0.87876,0.69215,0.77126,0.55515,0.6897,0.43092,0.87319,0.000121046,0.000121046,0.000121046
511,545.457,0.82305,0.46674,0.80724,0.88617,0.69303,0.77042,0.55471,0.69025,0.43109,0.8737,0.000120804,0.000120804,0.000120804
512,546.371,0.85118,0.48085,0.80546,0.8938,0.6903,0.76947,0.55197,0.67993,0.42666,0.87477,0.000120563,0.000120563,0.000120563
513,547.279,0.85554,0.47181,0.80326,0.89144,0.68899,0.77702,0.55489,0.67755,0.42333,0.87469,0.000120321,0.000120321,0.000120321
514,548.179,0.87285,0.4806,0.80628,0.87983,0.69392,0.77611,0.55998,0.68328,0.42708,0.87669,0.00012008,0.00012008,0.00012008
515,549.075,0.83442,0.48397,0.81299,0.746,0.75392,0.77531,0.5607,0.68132,0.43029,0.87827,0.000119838,0.000119838,0.000119838
516,550.057,0.86035,0.47888,0.80977,0.76223,0.74342,0.77667,0.55701,0.68537,0.42478,0.87622,0.000119597,0.000119597,0.000119597
517,550.944,0.77514,0.45509,0.80543,0.76033,0.74322,0.77613,0.55555,0.7009,0.42853,0.87763,0.000119355,0.000119355,0.000119355
518,551.857,0.80811,0.47936,0.7967,0.77001,0.73998,0.77454,0.55735,0.70442,0.43244,0.87857,0.000119113,0.000119113,0.000119113
519,552.73,0.81758,0.46286,0.80723,0.76769,0.7421,0.7773,0.55538,0.69079,0.42874,0.87615,0.000118872,0.000118872,0.000118872
520,553.65,0.86958,0.49456,0.81116,0.77212,0.74281,0.77707,0.5634,0.68334,0.4295,0.87495,0.00011863,0.00011863,0.00011863
521,554.547,0.81856,0.47757,0.81054,0.7696,0.74782,0.77778,0.56176,0.68804,0.43212,0.87708,0.000118389,0.000118389,0.000118389
522,555.489,0.81539,0.49205,0.80724,0.75988,0.75163,0.77897,0.55986,0.69127,0.43059,0.87703,0.000118147,0.000118147,0.000118147
523,556.406,0.82428,0.47296,0.80254,0.78817,0.73102,0.77687,0.55746,0.69234,0.43155,0.87664,0.000117906,0.000117906,0.000117906
524,557.354,0.8018,0.46272,0.80612,0.77366,0.7457,0.77278,0.55703,0.69242,0.42949,0.8766,0.000117664,0.000117664,0.000117664
525,558.235,0.75859,0.45005,0.80596,0.76585,0.74581,0.77207,0.55267,0.69097,0.43041,0.87622,0.000117423,0.000117423,0.000117423
526,559.123,0.81167,0.46265,0.81245,0.90206,0.69577,0.77325,0.55455,0.68651,0.42863,0.87231,0.000117181,0.000117181,0.000117181
527,559.996,0.83066,0.47342,0.80322,0.90823,0.68976,0.77484,0.55407,0.68842,0.43226,0.87251,0.000116939,0.000116939,0.000116939
528,561.054,0.80261,0.45803,0.80294,0.90675,0.68911,0.77995,0.55725,0.69382,0.43668,0.87331,0.000116698,0.000116698,0.000116698
529,562.021,0.81821,0.47847,0.80107,0.90271,0.69091,0.78086,0.5586,0.70416,0.43448,0.87281,0.000116456,0.000116456,0.000116456
530,562.969,0.76862,0.46338,0.79969,0.75578,0.76242,0.7806,0.56016,0.69402,0.4368,0.87494,0.000116215,0.000116215,0.000116215
531,563.862,0.80899,0.46724,0.79849,0.75989,0.76426,0.77977,0.56618,0.69047,0.43656,0.87603,0.000115973,0.000115973,0.000115973
532,564.806,0.80448,0.47519,0.80346,0.76188,0.76285,0.78041,0.56452,0.69757,0.4341,0.87364,0.000115732,0.000115732,0.000115732
533,565.746,0.84711,0.46956,0.80899,0.74695,0.77302,0.77955,0.5625,0.6889,0.42932,0.87349,0.00011549,0.00011549,0.00011549
534,566.711,0.81346,0.48474,0.80663,0.73666,0.76611,0.776,0.56273,0.67002,0.4227,0.87131,0.000115249,0.000115249,0.000115249
535,567.629,0.81937,0.46278,0.80081,0.84464,0.70087,0.77215,0.56458,0.67565,0.42573,0.87066,0.000115007,0.000115007,0.000115007
536,568.546,0.85755,0.4796,0.80692,0.83112,0.71039,0.77279,0.55633,0.69177,0.4334,0.87219,0.000114765,0.000114765,0.000114765
537,569.448,0.83077,0.45876,0.81147,0.71174,0.7658,0.76896,0.5527,0.69223,0.43573,0.87176,0.000114524,0.000114524,0.000114524
538,570.418,0.82163,0.46335,0.80683,0.7251,0.76213,0.77643,0.55542,0.68657,0.43538,0.87079,0.000114282,0.000114282,0.000114282
539,572.992,0.83255,0.47829,0.79874,0.82246,0.70447,0.77127,0.54969,0.69296,0.4308,0.87457,0.000114041,0.000114041,0.000114041
540,574.196,0.84126,0.47027,0.80681,0.76113,0.76053,0.77698,0.54873,0.69299,0.4282,0.87858,0.000113799,0.000113799,0.000113799
541,575.224,0.78642,0.46664,0.81135,0.77185,0.75611,0.77736,0.55893,0.69108,0.42944,0.87767,0.000113558,0.000113558,0.000113558
542,576.353,0.82706,0.4801,0.81071,0.7741,0.75282,0.77663,0.5552,0.69404,0.4347,0.87935,0.000113316,0.000113316,0.000113316
543,577.455,0.8121,0.46411,0.8069,0.77094,0.75526,0.77744,0.55039,0.70736,0.43933,0.88215,0.000113074,0.000113074,0.000113074
544,578.575,0.8186,0.47214,0.80398,0.76901,0.75469,0.777,0.55039,0.70586,0.43846,0.88136,0.000112833,0.000112833,0.000112833
545,579.643,0.82761,0.46159,0.81064,0.80913,0.71391,0.77511,0.54915,0.68462,0.43795,0.877,0.000112591,0.000112591,0.000112591
546,580.683,0.78627,0.45091,0.80263,0.76043,0.75186,0.77472,0.54467,0.68674,0.43736,0.87599,0.00011235,0.00011235,0.00011235
547,581.599,0.81357,0.45117,0.80594,0.7756,0.74572,0.77432,0.54349,0.69621,0.43859,0.87814,0.000112108,0.000112108,0.000112108
548,582.572,0.78604,0.45721,0.80788,0.79617,0.73283,0.77553,0.55397,0.6813,0.43099,0.87685,0.000111867,0.000111867,0.000111867
549,583.508,0.823,0.47245,0.80827,0.80713,0.72871,0.77586,0.55665,0.67513,0.42451,0.87375,0.000111625,0.000111625,0.000111625
550,584.445,0.82194,0.47082,0.80573,0.81316,0.72781,0.7793,0.56068,0.68478,0.42763,0.87241,0.000111384,0.000111384,0.000111384
551,585.402,0.85064,0.47065,0.79789,0.80586,0.73015,0.77546,0.55567,0.68699,0.4349,0.87609,0.000111142,0.000111142,0.000111142
552,586.514,0.84457,0.47819,0.80175,0.79057,0.73526,0.77497,0.55947,0.69519,0.43784,0.87659,0.0001109,0.0001109,0.0001109
553,587.556,0.8217,0.4773,0.81181,0.78998,0.73897,0.77551,0.55412,0.68138,0.43198,0.87339,0.000110659,0.000110659,0.000110659
554,588.617,0.83145,0.46557,0.80357,0.81098,0.73895,0.78031,0.56438,0.68029,0.42428,0.87256,0.000110417,0.000110417,0.000110417
555,589.641,0.86573,0.48717,0.80491,0.80354,0.74687,0.78097,0.56467,0.67988,0.42604,0.87444,0.000110176,0.000110176,0.000110176
556,590.664,0.83598,0.4764,0.80325,0.78309,0.75491,0.78066,0.56218,0.68845,0.43012,0.87684,0.000109934,0.000109934,0.000109934
