epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,189.386,0.99205,0.60005,0.82002,0.86797,0.58891,0.66958,0.49244,0.77814,0.53832,0.902,0.000200278,0.000200278,0.000200278
183,190.526,0.98404,0.65457,0.83292,0.81988,0.61821,0.67185,0.49531,0.77488,0.53189,0.90516,0.000200036,0.000200036,0.000200036
184,191.599,1.02459,0.62771,0.83484,0.88644,0.58236,0.67698,0.49539,0.76389,0.53082,0.90725,0.000199795,0.000199795,0.000199795
185,192.578,1.04806,0.64601,0.83186,0.88685,0.58705,0.67935,0.49273,0.75035,0.53235,0.90755,0.000199553,0.000199553,0.000199553
186,193.702,0.98373,0.6236,0.82726,0.86987,0.58898,0.68089,0.50383,0.76189,0.53549,0.91245,0.000199311,0.000199311,0.000199311
187,194.711,0.99638,0.61295,0.83204,0.86881,0.5815,0.68053,0.49997,0.75362,0.51946,0.91212,0.00019907,0.00019907,0.00019907
188,195.751,0.94312,0.59374,0.82684,0.76638,0.64716,0.67815,0.49547,0.75134,0.51362,0.90898,0.000198828,0.000198828,0.000198828
189,196.778,0.92049,0.60076,0.82817,0.82888,0.61003,0.6799,0.49775,0.75892,0.51597,0.90324,0.000198587,0.000198587,0.000198587
190,197.863,1.03655,0.64639,0.82332,0.8317,0.62584,0.67894,0.50052,0.75127,0.5104,0.89766,0.000198345,0.000198345,0.000198345
191,198.89,0.98324,0.59625,0.81675,0.84615,0.62265,0.67914,0.50097,0.77218,0.5198,0.89884,0.000198104,0.000198104,0.000198104
192,201.388,0.94373,0.58108,0.81841,0.85392,0.62525,0.67681,0.49684,0.80562,0.51842,0.90518,0.000197862,0.000197862,0.000197862
193,202.405,0.99272,0.61144,0.81982,0.84766,0.62713,0.67758,0.49388,0.79247,0.52505,0.90452,0.00019762,0.00019762,0.00019762
194,203.452,0.95275,0.59676,0.82387,0.84645,0.62403,0.6792,0.50223,0.72922,0.52727,0.9058,0.000197379,0.000197379,0.000197379
195,204.522,0.98356,0.60524,0.81602,0.84702,0.62407,0.68167,0.50548,0.7399,0.53341,0.90818,0.000197137,0.000197137,0.000197137
196,205.603,0.98721,0.62008,0.83007,0.84509,0.61624,0.67838,0.49468,0.75352,0.53541,0.90178,0.000196896,0.000196896,0.000196896
197,206.646,0.95884,0.61853,0.82411,0.86159,0.60901,0.677,0.49746,0.7339,0.5289,0.90299,0.000196654,0.000196654,0.000196654
198,207.719,0.91965,0.58827,0.82557,0.85477,0.60917,0.67649,0.49555,0.79447,0.52671,0.91305,0.000196413,0.000196413,0.000196413
199,208.743,0.97811,0.59712,0.82201,0.8279,0.61656,0.67346,0.49165,0.79158,0.52181,0.91497,0.000196171,0.000196171,0.000196171
200,209.821,0.94239,0.57941,0.83422,0.8789,0.61028,0.67555,0.49472,0.74748,0.50551,0.90861,0.00019593,0.00019593,0.00019593
201,210.909,0.99166,0.62478,0.82835,0.88648,0.60028,0.67456,0.48991,0.76355,0.51536,0.90971,0.000195688,0.000195688,0.000195688
202,211.996,0.92822,0.59125,0.82209,0.89147,0.58843,0.67758,0.492,0.81144,0.53661,0.90911,0.000195446,0.000195446,0.000195446
203,213.103,0.9655,0.59342,0.8148,0.84309,0.61407,0.67391,0.49559,0.77866,0.53497,0.90114,0.000195205,0.000195205,0.000195205
204,214.214,0.95086,0.58207,0.81748,0.83172,0.61567,0.67608,0.49919,0.75618,0.52972,0.89395,0.000194963,0.000194963,0.000194963
205,215.244,0.94445,0.58829,0.81829,0.82912,0.6214,0.67514,0.4945,0.77181,0.53111,0.89177,0.000194722,0.000194722,0.000194722
206,216.288,0.94103,0.59751,0.8291,0.82991,0.61851,0.679,0.50813,0.7564,0.50755,0.88212,0.00019448,0.00019448,0.00019448
207,217.291,0.93603,0.5664,0.82165,0.85905,0.60085,0.67673,0.50811,0.73383,0.50733,0.88672,0.000194239,0.000194239,0.000194239
208,218.308,1.02457,0.60868,0.82187,0.8787,0.59079,0.67702,0.49517,0.8009,0.52645,0.89827,0.000193997,0.000193997,0.000193997
209,219.268,0.94446,0.57039,0.8243,0.86977,0.5899,0.67444,0.49004,0.79536,0.51494,0.89596,0.000193756,0.000193756,0.000193756
210,220.346,0.96643,0.60504,0.82654,0.84812,0.60981,0.68004,0.49831,0.74991,0.50227,0.89148,0.000193514,0.000193514,0.000193514
211,221.354,0.95469,0.57435,0.82156,0.76827,0.671,0.67844,0.49735,0.75634,0.50391,0.89121,0.000193272,0.000193272,0.000193272
212,222.393,0.96321,0.59346,0.82129,0.77715,0.66999,0.67736,0.48863,0.81504,0.51101,0.89836,0.000193031,0.000193031,0.000193031
213,223.408,0.94015,0.59314,0.81803,0.77799,0.67469,0.67752,0.49356,0.79121,0.49819,0.89348,0.000192789,0.000192789,0.000192789
214,224.412,0.90341,0.58041,0.82524,0.78036,0.67939,0.67747,0.49994,0.78423,0.4998,0.89468,0.000192548,0.000192548,0.000192548
215,225.467,0.92916,0.57677,0.81661,0.85488,0.61633,0.679,0.49601,0.80506,0.51082,0.901,0.000192306,0.000192306,0.000192306
216,226.546,0.97378,0.60577,0.82266,0.7707,0.67626,0.67704,0.50096,0.78128,0.503,0.91014,0.000192065,0.000192065,0.000192065
217,227.557,0.94574,0.56581,0.82238,0.77438,0.67758,0.67871,0.49743,0.76636,0.49479,0.90922,0.000191823,0.000191823,0.000191823
218,228.533,0.93236,0.5824,0.82349,0.77054,0.67477,0.68192,0.50318,0.76151,0.49994,0.90287,0.000191581,0.000191581,0.000191581
219,229.542,0.96351,0.57516,0.82826,0.802,0.66449,0.68522,0.50993,0.75056,0.50291,0.90155,0.00019134,0.00019134,0.00019134
220,230.58,0.95473,0.58879,0.83315,0.82135,0.66191,0.68553,0.50861,0.75509,0.49854,0.90705,0.000191098,0.000191098,0.000191098
221,231.59,0.9364,0.57882,0.8236,0.80454,0.67093,0.6841,0.50831,0.74837,0.48787,0.90909,0.000190857,0.000190857,0.000190857
222,232.705,0.94066,0.59178,0.81812,0.77836,0.67676,0.68687,0.51101,0.77437,0.50149,0.90861,0.000190615,0.000190615,0.000190615
223,235.18,0.97636,0.60331,0.82346,0.8362,0.6255,0.68607,0.51055,0.76923,0.50377,0.90695,0.000190374,0.000190374,0.000190374
224,236.236,0.92816,0.59719,0.81768,0.85125,0.61869,0.68768,0.51398,0.76557,0.51544,0.8977,0.000190132,0.000190132,0.000190132
225,237.294,1.03109,0.62255,0.82484,0.78073,0.66936,0.6847,0.51512,0.74793,0.50123,0.89624,0.000189891,0.000189891,0.000189891
226,238.359,0.96519,0.58333,0.81935,0.87525,0.60583,0.68678,0.50752,0.75969,0.49776,0.89457,0.000189649,0.000189649,0.000189649
227,239.365,0.96564,0.57996,0.82074,0.86904,0.61473,0.6837,0.50624,0.75369,0.50163,0.89509,0.000189407,0.000189407,0.000189407
228,240.502,0.95951,0.56495,0.81651,0.86614,0.61054,0.68185,0.50801,0.75151,0.51257,0.89945,0.000189166,0.000189166,0.000189166
229,241.499,0.95087,0.57457,0.82376,0.78857,0.67372,0.68435,0.50225,0.78362,0.52025,0.90147,0.000188924,0.000188924,0.000188924
230,242.52,0.95818,0.60054,0.81885,0.81016,0.65877,0.68483,0.50568,0.77569,0.5075,0.89627,0.000188683,0.000188683,0.000188683
231,243.565,0.95466,0.58109,0.81794,0.81811,0.65943,0.6845,0.50526,0.75445,0.50214,0.89341,0.000188441,0.000188441,0.000188441
232,244.573,0.93345,0.56622,0.81955,0.81331,0.66491,0.69024,0.50238,0.78724,0.50436,0.89658,0.0001882,0.0001882,0.0001882
233,245.573,0.96335,0.58339,0.82396,0.82497,0.65702,0.69495,0.50689,0.76814,0.49926,0.90135,0.000187958,0.000187958,0.000187958
234,246.639,0.94791,0.58484,0.8209,0.85003,0.64682,0.69837,0.50209,0.76533,0.49479,0.89817,0.000187717,0.000187717,0.000187717
235,247.631,0.96641,0.57129,0.83247,0.84992,0.64131,0.69708,0.50447,0.76345,0.49631,0.89831,0.000187475,0.000187475,0.000187475
236,248.606,0.98066,0.59099,0.81837,0.84043,0.64872,0.70196,0.505,0.75148,0.50191,0.89797,0.000187233,0.000187233,0.000187233
237,249.578,0.97064,0.57751,0.82746,0.83694,0.6588,0.70214,0.50629,0.74307,0.49292,0.89771,0.000186992,0.000186992,0.000186992
238,250.564,0.95467,0.57674,0.81862,0.82681,0.6679,0.69903,0.50675,0.76158,0.49556,0.90236,0.00018675,0.00018675,0.00018675
239,251.619,0.94661,0.58922,0.8245,0.82045,0.67274,0.69938,0.50865,0.78351,0.50771,0.9029,0.000186509,0.000186509,0.000186509
240,252.811,0.98918,0.61785,0.80971,0.8071,0.6749,0.69929,0.50901,0.74621,0.49979,0.89586,0.000186267,0.000186267,0.000186267
241,253.871,0.92755,0.59348,0.82263,0.81593,0.66627,0.69879,0.50848,0.73642,0.49783,0.89067,0.000186026,0.000186026,0.000186026
242,254.93,0.96989,0.59954,0.82552,0.83637,0.65202,0.69816,0.508,0.75482,0.48818,0.8859,0.000185784,0.000185784,0.000185784
243,255.952,0.95214,0.56563,0.81753,0.84534,0.6492,0.69569,0.51004,0.7629,0.49708,0.88623,0.000185542,0.000185542,0.000185542
244,257.094,0.91374,0.54295,0.81518,0.83,0.66465,0.7038,0.52167,0.73421,0.50055,0.89013,0.000185301,0.000185301,0.000185301
245,258.111,0.963,0.61506,0.82433,0.81229,0.66628,0.70779,0.52762,0.73736,0.49739,0.89435,0.000185059,0.000185059,0.000185059
246,259.195,0.94226,0.59174,0.82284,0.80124,0.67186,0.70847,0.52419,0.75803,0.49885,0.89629,0.000184818,0.000184818,0.000184818
247,260.16,0.89086,0.54197,0.8134,0.81565,0.66875,0.7127,0.51569,0.77589,0.50782,0.89799,0.000184576,0.000184576,0.000184576
248,261.176,0.94011,0.56638,0.8197,0.85232,0.64795,0.70885,0.51556,0.74625,0.50475,0.9012,0.000184335,0.000184335,0.000184335
249,262.165,0.93072,0.54744,0.82358,0.87004,0.65793,0.70593,0.51646,0.7619,0.5087,0.89829,0.000184093,0.000184093,0.000184093
250,263.189,0.93017,0.56783,0.81102,0.86405,0.66167,0.71154,0.5205,0.76501,0.49554,0.89571,0.000183852,0.000183852,0.000183852
251,264.221,0.94663,0.57191,0.82696,0.86351,0.64544,0.71386,0.51681,0.75823,0.49076,0.89365,0.00018361,0.00018361,0.00018361
252,265.33,0.94679,0.57315,0.8254,0.858,0.65102,0.71479,0.51693,0.7731,0.49003,0.8919,0.000183368,0.000183368,0.000183368
253,266.411,0.91559,0.57022,0.81754,0.86493,0.64547,0.71791,0.52241,0.76281,0.49302,0.8933,0.000183127,0.000183127,0.000183127
254,268.959,0.90155,0.54586,0.81624,0.87021,0.64819,0.71192,0.51732,0.78711,0.49452,0.89227,0.000182885,0.000182885,0.000182885
255,270.099,0.93577,0.54578,0.81063,0.87535,0.64666,0.70693,0.51037,0.77751,0.49471,0.89015,0.000182644,0.000182644,0.000182644
256,271.137,0.93021,0.55816,0.81671,0.87305,0.64341,0.70746,0.50472,0.72702,0.48723,0.89073,0.000182402,0.000182402,0.000182402
257,272.249,0.95337,0.57189,0.82341,0.85193,0.6471,0.70456,0.5151,0.72028,0.4864,0.89368,0.000182161,0.000182161,0.000182161
258,273.35,0.89324,0.5334,0.82222,0.84817,0.64157,0.70107,0.5148,0.74139,0.49324,0.89931,0.000181919,0.000181919,0.000181919
259,274.386,0.94214,0.55471,0.81409,0.86011,0.63279,0.70283,0.51485,0.73529,0.49146,0.8908,0.000181678,0.000181678,0.000181678
260,275.464,0.93299,0.57942,0.8211,0.85228,0.64344,0.7079,0.51521,0.72968,0.48895,0.88923,0.000181436,0.000181436,0.000181436
261,276.494,0.98506,0.57341,0.8267,0.84501,0.65158,0.70485,0.51519,0.74558,0.49787,0.89217,0.000181194,0.000181194,0.000181194
262,277.56,0.90194,0.54523,0.8145,0.81637,0.66655,0.70817,0.517,0.76324,0.49816,0.89361,0.000180953,0.000180953,0.000180953
263,278.563,0.92303,0.56251,0.81529,0.84382,0.64924,0.70623,0.51555,0.77696,0.50723,0.89841,0.000180711,0.000180711,0.000180711
264,279.648,0.92075,0.54084,0.8173,0.84781,0.65794,0.71,0.50903,0.78261,0.50526,0.89877,0.00018047,0.00018047,0.00018047
265,280.614,0.89947,0.5166,0.81802,0.81171,0.6657,0.7134,0.5122,0.76613,0.49439,0.89102,0.000180228,0.000180228,0.000180228
266,281.62,0.90917,0.55029,0.82184,0.82858,0.66421,0.71092,0.51539,0.73888,0.48161,0.88764,0.000179987,0.000179987,0.000179987
267,282.631,0.90488,0.5516,0.81159,0.81807,0.67896,0.71387,0.51178,0.75499,0.48064,0.88536,0.000179745,0.000179745,0.000179745
268,283.655,0.93183,0.58158,0.82898,0.83021,0.67995,0.70687,0.51818,0.71886,0.47589,0.88344,0.000179503,0.000179503,0.000179503
269,284.7,0.89462,0.55956,0.82162,0.8369,0.67583,0.70597,0.52223,0.75,0.50185,0.89085,0.000179262,0.000179262,0.000179262
270,285.774,0.88367,0.52981,0.82114,0.86649,0.64843,0.71389,0.51816,0.74618,0.49237,0.8973,0.00017902,0.00017902,0.00017902
271,286.78,0.95737,0.55714,0.81678,0.88057,0.64998,0.72014,0.51468,0.74207,0.49058,0.89495,0.000178779,0.000178779,0.000178779
272,287.767,0.89336,0.55559,0.81975,0.88011,0.64013,0.71067,0.51081,0.73521,0.5023,0.89816,0.000178537,0.000178537,0.000178537
273,288.749,0.91455,0.55241,0.82032,0.87032,0.64302,0.70931,0.51127,0.72785,0.4975,0.89596,0.000178296,0.000178296,0.000178296
274,289.723,0.93249,0.59108,0.81265,0.85254,0.63701,0.71863,0.51804,0.73037,0.47822,0.89317,0.000178054,0.000178054,0.000178054
275,290.678,0.97111,0.58461,0.82605,0.85844,0.63796,0.72323,0.52187,0.73806,0.48242,0.89558,0.000177813,0.000177813,0.000177813
276,291.757,0.89178,0.53073,0.81354,0.86992,0.64817,0.71749,0.51635,0.73679,0.4863,0.89195,0.000177571,0.000177571,0.000177571
277,292.748,0.91362,0.55694,0.81641,0.86369,0.64965,0.71719,0.51894,0.72795,0.48676,0.89117,0.000177329,0.000177329,0.000177329
278,293.802,0.85634,0.52325,0.81396,0.8544,0.64721,0.70623,0.5143,0.73132,0.47914,0.88756,0.000177088,0.000177088,0.000177088
279,294.831,0.89959,0.55041,0.82336,0.86193,0.65465,0.71428,0.51399,0.73868,0.47785,0.88163,0.000176846,0.000176846,0.000176846
280,295.9,0.88695,0.5421,0.81383,0.8684,0.6396,0.70975,0.51856,0.72506,0.48824,0.88268,0.000176605,0.000176605,0.000176605
281,296.95,0.91355,0.54929,0.81759,0.89278,0.63911,0.72033,0.51434,0.72906,0.48827,0.88449,0.000176363,0.000176363,0.000176363
282,298.063,0.91649,0.55334,0.81648,0.88819,0.6248,0.70962,0.51902,0.72536,0.47937,0.89013,0.000176122,0.000176122,0.000176122
283,299.044,0.88069,0.53766,0.81632,0.90181,0.63073,0.72317,0.52572,0.71496,0.47537,0.89214,0.00017588,0.00017588,0.00017588
284,300.055,0.91351,0.54084,0.81292,0.9,0.63186,0.72837,0.52725,0.74194,0.48257,0.90008,0.000175639,0.000175639,0.000175639
285,302.438,0.87095,0.52431,0.81833,0.89352,0.63663,0.728,0.52853,0.74018,0.48163,0.90246,0.000175397,0.000175397,0.000175397
286,303.49,0.89732,0.5456,0.81742,0.8925,0.63679,0.71757,0.52591,0.73707,0.4822,0.89777,0.000175155,0.000175155,0.000175155
287,304.597,0.92737,0.54243,0.82253,0.88988,0.63569,0.71989,0.52154,0.73621,0.47841,0.891,0.000174914,0.000174914,0.000174914
288,305.754,0.88435,0.54163,0.81774,0.88926,0.63787,0.72666,0.51929,0.74964,0.48202,0.88685,0.000174672,0.000174672,0.000174672
289,306.821,0.92339,0.54988,0.81099,0.86811,0.65298,0.72703,0.51964,0.73351,0.47878,0.88514,0.000174431,0.000174431,0.000174431
290,307.943,0.93947,0.55501,0.82532,0.8872,0.64374,0.72563,0.52075,0.73573,0.47024,0.87667,0.000174189,0.000174189,0.000174189
291,308.997,0.91744,0.54384,0.81523,0.84876,0.67607,0.72533,0.52409,0.72911,0.4677,0.87451,0.000173948,0.000173948,0.000173948
292,309.995,0.86032,0.51332,0.81744,0.82931,0.67441,0.71757,0.52348,0.73642,0.46702,0.87498,0.000173706,0.000173706,0.000173706
293,311.014,0.91185,0.53252,0.80948,0.81296,0.67847,0.71628,0.51536,0.74532,0.47381,0.88219,0.000173464,0.000173464,0.000173464
294,312.057,0.91093,0.54839,0.81864,0.80823,0.68083,0.71968,0.5203,0.74764,0.4801,0.892,0.000173223,0.000173223,0.000173223
295,313.041,0.91648,0.54343,0.81651,0.8221,0.67306,0.72365,0.52981,0.7357,0.47981,0.89085,0.000172981,0.000172981,0.000172981
296,314.08,0.89315,0.54212,0.82231,0.85156,0.67175,0.72379,0.53456,0.72427,0.48953,0.8878,0.00017274,0.00017274,0.00017274
297,315.113,0.92199,0.55947,0.81158,0.85475,0.67239,0.7246,0.52952,0.74088,0.48689,0.88045,0.000172498,0.000172498,0.000172498
298,316.162,0.95599,0.54502,0.80867,0.83367,0.6667,0.72889,0.53598,0.7314,0.4736,0.87602,0.000172257,0.000172257,0.000172257
299,317.214,0.90846,0.5429,0.82149,0.82421,0.67437,0.72863,0.53601,0.71327,0.46626,0.87804,0.000172015,0.000172015,0.000172015
300,318.356,0.87769,0.53285,0.81247,0.78159,0.68926,0.73369,0.53876,0.72964,0.45729,0.8777,0.000171774,0.000171774,0.000171774
301,319.332,0.9104,0.54478,0.82379,0.77304,0.69954,0.73584,0.53836,0.74092,0.46629,0.88099,0.000171532,0.000171532,0.000171532
302,320.339,0.87717,0.53406,0.81812,0.7726,0.69676,0.7356,0.53877,0.72861,0.47213,0.88552,0.00017129,0.00017129,0.00017129
303,321.331,0.90909,0.54858,0.81779,0.81621,0.69656,0.7332,0.53101,0.71918,0.46608,0.88037,0.000171049,0.000171049,0.000171049
304,322.311,0.89524,0.54345,0.81452,0.83419,0.6747,0.72715,0.52341,0.74124,0.47854,0.87918,0.000170807,0.000170807,0.000170807
305,323.298,0.87631,0.54734,0.81048,0.85261,0.66892,0.72753,0.52372,0.73085,0.47271,0.87822,0.000170566,0.000170566,0.000170566
306,324.439,0.87451,0.52686,0.81477,0.83989,0.67196,0.72855,0.52564,0.71762,0.47385,0.87305,0.000170324,0.000170324,0.000170324
307,325.483,0.93327,0.54405,0.8155,0.84458,0.67215,0.73359,0.53102,0.70564,0.46675,0.87308,0.000170083,0.000170083,0.000170083
308,326.538,0.90169,0.53461,0.81594,0.78122,0.69645,0.73637,0.53362,0.71819,0.47687,0.87736,0.000169841,0.000169841,0.000169841
309,327.592,0.90405,0.54442,0.81056,0.81929,0.69824,0.73131,0.52846,0.71116,0.46957,0.87974,0.0001696,0.0001696,0.0001696
310,328.619,0.87428,0.52179,0.81731,0.81416,0.69876,0.73066,0.526,0.72913,0.46937,0.89082,0.000169358,0.000169358,0.000169358
311,329.6,0.93159,0.53792,0.81049,0.81697,0.69979,0.73606,0.53463,0.72457,0.47095,0.89116,0.000169116,0.000169116,0.000169116
312,330.674,0.89283,0.53364,0.80498,0.87742,0.66255,0.72772,0.53048,0.76604,0.48067,0.8848,0.000168875,0.000168875,0.000168875
313,331.692,0.89236,0.52483,0.81475,0.86867,0.66332,0.72985,0.52885,0.74455,0.48231,0.88786,0.000168633,0.000168633,0.000168633
314,332.697,0.87041,0.51332,0.82287,0.77932,0.6938,0.73059,0.53043,0.73479,0.46824,0.88495,0.000168392,0.000168392,0.000168392
315,333.688,0.90547,0.54352,0.81405,0.78542,0.69298,0.73121,0.52535,0.77192,0.46506,0.87988,0.00016815,0.00016815,0.00016815
316,336.209,0.88899,0.52468,0.80914,0.77571,0.69551,0.73267,0.52693,0.72541,0.46358,0.88343,0.000167909,0.000167909,0.000167909
317,337.248,0.89604,0.51085,0.81225,0.82554,0.69233,0.73265,0.52564,0.7066,0.46081,0.8815,0.000167667,0.000167667,0.000167667
318,338.384,0.87006,0.53254,0.80836,0.83283,0.68545,0.7294,0.53153,0.75035,0.46371,0.8773,0.000167425,0.000167425,0.000167425
319,339.419,0.86762,0.51716,0.81452,0.82895,0.68684,0.72983,0.53444,0.75855,0.46554,0.88179,0.000167184,0.000167184,0.000167184
320,340.457,0.89702,0.53096,0.80855,0.86977,0.6669,0.73169,0.53449,0.75974,0.47008,0.88794,0.000166942,0.000166942,0.000166942
321,341.604,0.9036,0.53289,0.81378,0.87902,0.66905,0.73593,0.53402,0.7586,0.47863,0.89205,0.000166701,0.000166701,0.000166701
322,342.649,0.87559,0.51546,0.81423,0.87546,0.66598,0.73369,0.52718,0.7408,0.47529,0.892,0.000166459,0.000166459,0.000166459
323,343.686,0.93463,0.53494,0.81746,0.86696,0.6645,0.73198,0.52889,0.74404,0.46825,0.89228,0.000166218,0.000166218,0.000166218
324,344.747,0.92325,0.53468,0.82093,0.8667,0.66228,0.72904,0.51893,0.78405,0.47544,0.88849,0.000165976,0.000165976,0.000165976
325,345.787,0.91423,0.51998,0.81345,0.86634,0.66879,0.7314,0.51889,0.73909,0.47111,0.88404,0.000165735,0.000165735,0.000165735
326,346.809,0.90994,0.53483,0.81732,0.88005,0.65753,0.72789,0.5257,0.71116,0.46024,0.88363,0.000165493,0.000165493,0.000165493
327,347.873,0.93341,0.54914,0.8108,0.88112,0.66731,0.72606,0.52007,0.72631,0.45829,0.88107,0.000165251,0.000165251,0.000165251
328,348.893,0.88763,0.51742,0.81718,0.8775,0.66361,0.72679,0.52286,0.73167,0.46278,0.88134,0.00016501,0.00016501,0.00016501
329,349.914,0.89392,0.52773,0.80973,0.89135,0.65402,0.72718,0.51583,0.74757,0.46852,0.8815,0.000164768,0.000164768,0.000164768
330,350.958,0.90954,0.53372,0.8228,0.89529,0.66221,0.72965,0.52798,0.72421,0.46738,0.88145,0.000164527,0.000164527,0.000164527
331,351.94,0.9205,0.53566,0.8182,0.90131,0.65892,0.73429,0.52951,0.72937,0.46815,0.88155,0.000164285,0.000164285,0.000164285
332,352.981,0.87557,0.51224,0.80944,0.8394,0.69557,0.73388,0.52413,0.76021,0.47745,0.88293,0.000164044,0.000164044,0.000164044
333,354.076,0.94497,0.53342,0.81097,0.8474,0.69473,0.73648,0.52972,0.74488,0.46946,0.88155,0.000163802,0.000163802,0.000163802
334,355.133,0.90767,0.5424,0.81171,0.83164,0.69336,0.73826,0.53492,0.73353,0.47428,0.87822,0.000163561,0.000163561,0.000163561
335,356.081,0.88365,0.52011,0.81466,0.78388,0.69673,0.73919,0.5269,0.73439,0.47369,0.87997,0.000163319,0.000163319,0.000163319
336,357.064,0.8848,0.54842,0.80726,0.88231,0.66807,0.73921,0.53133,0.7135,0.47299,0.88237,0.000163077,0.000163077,0.000163077
337,357.977,0.87061,0.52805,0.81135,0.7892,0.69893,0.73816,0.53907,0.69736,0.46645,0.88031,0.000162836,0.000162836,0.000162836
338,359.065,0.89658,0.52721,0.8127,0.79494,0.69023,0.7424,0.53328,0.7327,0.46717,0.88127,0.000162594,0.000162594,0.000162594
339,360.177,0.88981,0.52773,0.81786,0.80295,0.69255,0.74442,0.53713,0.71931,0.46407,0.88199,0.000162353,0.000162353,0.000162353
340,361.224,0.87723,0.5105,0.81191,0.89305,0.66742,0.74638,0.54123,0.70935,0.45568,0.87852,0.000162111,0.000162111,0.000162111
341,362.235,0.86973,0.51677,0.81544,0.87899,0.6754,0.74223,0.53907,0.71664,0.45487,0.87732,0.00016187,0.00016187,0.00016187
342,363.276,0.86485,0.51203,0.79669,0.87404,0.66199,0.73489,0.52765,0.69687,0.45548,0.8787,0.000161628,0.000161628,0.000161628
343,364.237,0.88189,0.51628,0.81268,0.79005,0.69005,0.73431,0.52711,0.70199,0.45431,0.87672,0.000161386,0.000161386,0.000161386
344,365.176,0.91307,0.52906,0.81578,0.87566,0.66381,0.73637,0.53583,0.71175,0.46307,0.8783,0.000161145,0.000161145,0.000161145
345,366.075,0.90314,0.53187,0.81637,0.89232,0.65675,0.73679,0.53576,0.7276,0.46003,0.88085,0.000160903,0.000160903,0.000160903
346,367.238,0.94315,0.54469,0.81795,0.87505,0.66846,0.73352,0.53552,0.70442,0.45384,0.88168,0.000160662,0.000160662,0.000160662
347,369.639,0.86915,0.50843,0.80609,0.8461,0.69697,0.73744,0.53711,0.70226,0.46234,0.88286,0.00016042,0.00016042,0.00016042
348,370.745,0.87384,0.51192,0.80571,0.83423,0.69671,0.74202,0.534,0.71653,0.46525,0.88162,0.000160179,0.000160179,0.000160179
349,371.716,0.87262,0.50474,0.8064,0.83279,0.69872,0.744,0.538,0.72496,0.46239,0.88407,0.000159937,0.000159937,0.000159937
350,372.771,0.87705,0.50876,0.81446,0.8056,0.69806,0.74147,0.53871,0.72854,0.45798,0.8823,0.000159696,0.000159696,0.000159696
351,373.847,0.93891,0.53993,0.81885,0.80734,0.69451,0.74217,0.53917,0.73372,0.45523,0.8799,0.000159454,0.000159454,0.000159454
352,374.909,0.84189,0.49793,0.81285,0.82003,0.69453,0.74175,0.54075,0.70578,0.45845,0.88237,0.000159212,0.000159212,0.000159212
353,375.962,0.89918,0.51351,0.81536,0.81323,0.69881,0.74166,0.54084,0.70212,0.45485,0.88052,0.000158971,0.000158971,0.000158971
354,377.034,0.87672,0.52508,0.81642,0.85013,0.69297,0.74261,0.53355,0.73041,0.45796,0.87989,0.000158729,0.000158729,0.000158729
355,378.004,0.93548,0.53861,0.8125,0.90282,0.67218,0.74566,0.54106,0.71455,0.4628,0.88152,0.000158488,0.000158488,0.000158488
356,378.999,0.92565,0.53856,0.81366,0.83544,0.71152,0.74392,0.54443,0.72163,0.46372,0.88372,0.000158246,0.000158246,0.000158246
357,379.977,0.8468,0.49554,0.80782,0.85222,0.706,0.74249,0.54031,0.70333,0.45398,0.88167,0.000158005,0.000158005,0.000158005
358,380.972,0.88367,0.51547,0.81156,0.86672,0.69421,0.74529,0.54478,0.70261,0.44767,0.88096,0.000157763,0.000157763,0.000157763
359,381.959,0.84694,0.51133,0.81151,0.87292,0.69265,0.74734,0.54382,0.71441,0.44974,0.88135,0.000157522,0.000157522,0.000157522
360,383.069,0.90017,0.53076,0.81041,0.86588,0.69399,0.74499,0.53905,0.7236,0.45396,0.87923,0.00015728,0.00015728,0.00015728
361,384.08,0.84692,0.49932,0.81463,0.85286,0.69802,0.74392,0.53536,0.7285,0.45279,0.87726,0.000157038,0.000157038,0.000157038
362,385.133,0.8561,0.5109,0.81081,0.80447,0.70108,0.74343,0.53837,0.70372,0.44129,0.87345,0.000156797,0.000156797,0.000156797
363,386.12,0.88189,0.52519,0.8162,0.80588,0.70049,0.74491,0.54201,0.70765,0.44242,0.87098,0.000156555,0.000156555,0.000156555
364,387.115,0.91072,0.52373,0.81244,0.8101,0.69923,0.74261,0.54467,0.71326,0.44289,0.87138,0.000156314,0.000156314,0.000156314
365,388.072,0.86166,0.50524,0.81832,0.81541,0.69942,0.74312,0.54377,0.71131,0.44129,0.87189,0.000156072,0.000156072,0.000156072
366,389.125,0.8454,0.51371,0.81331,0.818,0.70284,0.74329,0.55057,0.71916,0.4469,0.87646,0.000155831,0.000155831,0.000155831
367,390.118,0.87891,0.50961,0.80781,0.86693,0.69981,0.74366,0.54643,0.73014,0.45024,0.877,0.000155589,0.000155589,0.000155589
368,391.085,0.88011,0.51368,0.80804,0.88074,0.69364,0.74295,0.54069,0.73786,0.44361,0.87448,0.000155347,0.000155347,0.000155347
369,392.057,0.88175,0.53441,0.8204,0.87863,0.69148,0.74213,0.53913,0.74068,0.44495,0.87618,0.000155106,0.000155106,0.000155106
