epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
20,1489.96,0.36354,0.27788,0.80149,0.9964,0.98732,0.9946,0.97774,0.21792,0.19227,0.77191,0.0271785,0.0090595,0.0271785,0.0090595,0.0271785,0.0090595,0.0271785,0.0090595
21,1563.17,0.35775,0.2743,0.80095,0.99535,0.98793,0.99462,0.97656,0.22149,0.19298,0.77285,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
22,1636.46,0.35362,0.27012,0.8003,0.99678,0.98728,0.99466,0.97728,0.21748,0.18941,0.77218,0.0268815,0.0089605,0.0268815,0.0089605,0.0268815,0.0089605,0.0268815,0.0089605
23,1709.72,0.34765,0.26717,0.79908,0.99532,0.9872,0.99455,0.97851,0.21291,0.18749,0.77163,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911
24,1782.95,0.34417,0.26432,0.79842,0.99495,0.9885,0.99464,0.98052,0.20213,0.18375,0.76933,0.0265845,0.0088615,0.0265845,0.0088615,0.0265845,0.0088615,0.0265845,0.0088615
25,1856.13,0.3427,0.26247,0.79803,0.99443,0.98955,0.99457,0.98016,0.20367,0.18039,0.76938,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
26,1929.37,0.33925,0.25887,0.79723,0.99516,0.98955,0.99462,0.98022,0.20268,0.17978,0.76921,0.0262875,0.0087625,0.0262875,0.0087625,0.0262875,0.0087625,0.0262875,0.0087625
27,2001.95,0.33645,0.25729,0.79692,0.99623,0.99001,0.99469,0.97777,0.21223,0.17919,0.77125,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713
28,2074.66,0.33207,0.25373,0.79704,0.99675,0.98895,0.99459,0.97981,0.207,0.17899,0.76989,0.0259905,0.0086635,0.0259905,0.0086635,0.0259905,0.0086635,0.0259905,0.0086635
29,2149.02,0.33091,0.25155,0.79646,0.99663,0.98985,0.9948,0.98153,0.20014,0.17331,0.76878,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
30,2221.86,0.32889,0.25032,0.79554,0.9965,0.98952,0.99472,0.97921,0.20952,0.1787,0.77052,0.0256935,0.0085645,0.0256935,0.0085645,0.0256935,0.0085645,0.0256935,0.0085645
31,2294.65,0.32715,0.24962,0.79614,0.99626,0.98893,0.9948,0.98304,0.19247,0.16771,0.76714,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
32,2367.46,0.32546,0.24524,0.79581,0.99683,0.9889,0.99471,0.98292,0.18868,0.16939,0.76645,0.0253965,0.0084655,0.0253965,0.0084655,0.0253965,0.0084655,0.0253965,0.0084655
33,2440.13,0.32065,0.24424,0.79465,0.99667,0.98971,0.99478,0.9835,0.18866,0.16727,0.76724,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
34,2512.75,0.31899,0.24238,0.7947,0.99657,0.98967,0.9948,0.98356,0.18579,0.16465,0.7665,0.0250995,0.0083665,0.0250995,0.0083665,0.0250995,0.0083665,0.0250995,0.0083665
35,2585.4,0.3185,0.24126,0.79372,0.9966,0.98938,0.99484,0.98449,0.18221,0.16324,0.76574,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
36,2658.1,0.31506,0.23987,0.79383,0.99628,0.98941,0.99482,0.98366,0.18866,0.16553,0.76691,0.0248025,0.0082675,0.0248025,0.0082675,0.0248025,0.0082675,0.0248025,0.0082675
37,2731.57,0.31353,0.23841,0.79404,0.99604,0.9907,0.99468,0.98431,0.17911,0.15952,0.76584,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
38,2805.81,0.31183,0.23683,0.79398,0.99607,0.99041,0.99467,0.98429,0.18378,0.16107,0.76597,0.0245055,0.0081685,0.0245055,0.0081685,0.0245055,0.0081685,0.0245055,0.0081685
39,2884.47,0.31103,0.23595,0.793,0.99627,0.99059,0.99465,0.98552,0.17494,0.15825,0.76484,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
40,2956.32,0.30731,0.23306,0.79314,0.99645,0.99027,0.99468,0.98522,0.17476,0.15623,0.76461,0.0242085,0.0080695,0.0242085,0.0080695,0.0242085,0.0080695,0.0242085,0.0080695
41,3032.12,0.3065,0.23152,0.79202,0.99699,0.99041,0.99472,0.98557,0.17391,0.15594,0.76473,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
42,3114.14,0.30615,0.23173,0.79256,0.99726,0.99022,0.99474,0.98472,0.18143,0.15825,0.76533,0.0239115,0.0079705,0.0239115,0.0079705,0.0239115,0.0079705,0.0239115,0.0079705
43,3188.82,0.30345,0.22988,0.79249,0.99719,0.99014,0.99477,0.98299,0.19108,0.16035,0.7663,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
44,3263.36,0.30201,0.22987,0.79156,0.99753,0.99009,0.99484,0.9854,0.17589,0.15495,0.76431,0.0236145,0.0078715,0.0236145,0.0078715,0.0236145,0.0078715,0.0236145,0.0078715
45,3334.93,0.30071,0.22765,0.79177,0.9972,0.99023,0.99466,0.98656,0.16706,0.15119,0.76325,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
46,3408.6,0.29993,0.22652,0.79162,0.99705,0.99062,0.99464,0.98515,0.17658,0.15305,0.76453,0.0233175,0.0077725,0.0233175,0.0077725,0.0233175,0.0077725,0.0233175,0.0077725
47,3483.4,0.2978,0.22447,0.79085,0.9975,0.9901,0.99473,0.98712,0.16451,0.14931,0.76314,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
48,3556.89,0.29609,0.22417,0.79112,0.9975,0.99017,0.99472,0.98695,0.16312,0.14751,0.76263,0.0230205,0.0076735,0.0230205,0.0076735,0.0230205,0.0076735,0.0230205,0.0076735
49,3631.8,0.29655,0.22317,0.79095,0.9969,0.99136,0.99489,0.98627,0.1666,0.14845,0.76331,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
50,3707,0.29334,0.22378,0.79062,0.99739,0.99095,0.99491,0.98602,0.17282,0.15016,0.76387,0.0227235,0.0075745,0.0227235,0.0075745,0.0227235,0.0075745,0.0227235,0.0075745
51,3782.91,0.29395,0.22204,0.79067,0.99612,0.99148,0.99488,0.98664,0.16581,0.1474,0.76281,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
52,3857.79,0.29062,0.22042,0.78986,0.99661,0.9908,0.99488,0.98719,0.16101,0.14521,0.76234,0.0224265,0.0074755,0.0224265,0.0074755,0.0224265,0.0074755,0.0224265,0.0074755
53,3930.91,0.28945,0.21791,0.79032,0.99699,0.99067,0.99474,0.9866,0.16975,0.14665,0.76331,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
54,4006.3,0.29031,0.21961,0.79022,0.99709,0.99093,0.99487,0.98643,0.16955,0.14704,0.76338,0.0221295,0.0073765,0.0221295,0.0073765,0.0221295,0.0073765,0.0221295,0.0073765
55,4084.34,0.28665,0.21826,0.78976,0.99741,0.99017,0.99487,0.98806,0.15566,0.14209,0.76139,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
56,4168.54,0.28756,0.2172,0.78971,0.99739,0.99071,0.99474,0.98821,0.15393,0.14233,0.76098,0.0218325,0.0072775,0.0218325,0.0072775,0.0218325,0.0072775,0.0218325,0.0072775
57,4245.52,0.28397,0.21612,0.78869,0.99701,0.991,0.99478,0.98807,0.15562,0.14127,0.76133,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
58,4318.19,0.28409,0.2166,0.78909,0.99775,0.99102,0.9949,0.98789,0.15894,0.14131,0.76193,0.0215355,0.0071785,0.0215355,0.0071785,0.0215355,0.0071785,0.0215355,0.0071785
59,4391.36,0.28377,0.21504,0.78922,0.9971,0.99114,0.99485,0.98792,0.15577,0.13999,0.7613,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
60,4463.97,0.28334,0.2143,0.78866,0.99766,0.99061,0.99476,0.98816,0.15491,0.13976,0.76131,0.0212385,0.0070795,0.0212385,0.0070795,0.0212385,0.0070795,0.0212385,0.0070795
61,4535.78,0.28172,0.21398,0.7887,0.99688,0.99212,0.99476,0.98832,0.15272,0.13802,0.76074,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
62,4609.69,0.28103,0.21271,0.78862,0.99734,0.99143,0.99484,0.98839,0.15327,0.13819,0.76083,0.0209415,0.0069805,0.0209415,0.0069805,0.0209415,0.0069805,0.0209415,0.0069805
63,4682.89,0.27805,0.2108,0.78796,0.99699,0.99155,0.99477,0.98871,0.1493,0.13653,0.76051,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
64,4754.61,0.27819,0.21179,0.78848,0.99717,0.99162,0.99492,0.98851,0.15249,0.13707,0.7606,0.0206445,0.0068815,0.0206445,0.0068815,0.0206445,0.0068815,0.0206445,0.0068815
65,4826.51,0.27632,0.20907,0.7873,0.99704,0.992,0.9949,0.98895,0.14507,0.13468,0.75994,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
66,4897.91,0.27746,0.21124,0.78815,0.99807,0.99134,0.99491,0.98874,0.15087,0.13657,0.76039,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825,0.0203475,0.0067825
67,4969.42,0.27493,0.20833,0.78746,0.99796,0.99165,0.9949,0.98922,0.14723,0.1349,0.75995,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
68,5040.87,0.27399,0.20845,0.78705,0.99799,0.9917,0.99474,0.98924,0.14505,0.13327,0.75961,0.0200505,0.0066835,0.0200505,0.0066835,0.0200505,0.0066835,0.0200505,0.0066835
69,5112.42,0.27207,0.20603,0.78744,0.99763,0.99187,0.99489,0.98932,0.14357,0.13223,0.75954,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
70,5184.43,0.27132,0.20741,0.78767,0.99783,0.99142,0.99476,0.98911,0.14532,0.13252,0.75976,0.0197535,0.0065845,0.0197535,0.0065845,0.0197535,0.0065845,0.0197535,0.0065845
71,5257.5,0.27091,0.2064,0.78703,0.99778,0.99142,0.99477,0.98935,0.14297,0.13164,0.75933,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
72,5330.83,0.27072,0.20522,0.78709,0.99749,0.99189,0.9949,0.98941,0.14456,0.13256,0.7595,0.0194565,0.0064855,0.0194565,0.0064855,0.0194565,0.0064855,0.0194565,0.0064855
73,5403.91,0.26963,0.20386,0.7868,0.99779,0.99133,0.99492,0.98951,0.14235,0.13152,0.7594,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
74,5477.4,0.26967,0.20416,0.78732,0.99702,0.99189,0.99491,0.98953,0.14218,0.13093,0.75904,0.0191595,0.0063865,0.0191595,0.0063865,0.0191595,0.0063865,0.0191595,0.0063865
75,5550.78,0.26699,0.20307,0.78634,0.99752,0.99162,0.9949,0.9894,0.14503,0.13185,0.75939,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
76,5624.03,0.26711,0.20312,0.78655,0.99751,0.99166,0.99491,0.98946,0.14424,0.13114,0.75948,0.0188625,0.0062875,0.0188625,0.0062875,0.0188625,0.0062875,0.0188625,0.0062875
77,5697.17,0.26634,0.20165,0.78621,0.99762,0.99153,0.99493,0.98965,0.14143,0.13007,0.75912,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
78,5770.68,0.26516,0.2011,0.78642,0.99687,0.99257,0.99485,0.98953,0.14272,0.13042,0.75922,0.0185655,0.0061885,0.0185655,0.0061885,0.0185655,0.0061885,0.0185655,0.0061885
79,5844.08,0.2646,0.20065,0.78693,0.99752,0.99199,0.99491,0.99,0.13902,0.12848,0.75878,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
80,5917.53,0.26595,0.20131,0.78615,0.99761,0.99211,0.99492,0.98984,0.14001,0.12892,0.75877,0.0182685,0.0060895,0.0182685,0.0060895,0.0182685,0.0060895,0.0182685,0.0060895
81,5994.5,0.26354,0.20001,0.7858,0.99746,0.99195,0.99493,0.98995,0.13827,0.12784,0.75851,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
82,6067.7,0.26152,0.19888,0.78581,0.99716,0.99248,0.99493,0.9901,0.137,0.12756,0.75821,0.0179715,0.0059905,0.0179715,0.0059905,0.0179715,0.0059905,0.0179715,0.0059905
83,6141.09,0.26258,0.19901,0.78517,0.99741,0.99218,0.99492,0.98997,0.13865,0.12745,0.7583,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
84,6214.19,0.26188,0.19814,0.7855,0.99778,0.99183,0.99493,0.99,0.13835,0.12716,0.75838,0.0176745,0.0058915,0.0176745,0.0058915,0.0176745,0.0058915,0.0176745,0.0058915
85,6287.53,0.25975,0.19748,0.78507,0.9977,0.99196,0.99491,0.98992,0.13814,0.12758,0.75844,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
86,6361.23,0.25916,0.19621,0.78512,0.99765,0.99187,0.9949,0.98999,0.13861,0.12713,0.75849,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925
87,6434.75,0.25867,0.19652,0.78594,0.99733,0.99219,0.9949,0.99025,0.13707,0.12599,0.75831,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
88,6508.02,0.2589,0.19745,0.78531,0.9973,0.99222,0.99492,0.99018,0.1356,0.12527,0.75805,0.0170805,0.0056935,0.0170805,0.0056935,0.0170805,0.0056935,0.0170805,0.0056935
89,6581.13,0.25534,0.19453,0.78548,0.99709,0.9922,0.99493,0.99016,0.13629,0.12549,0.75813,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
90,6654.34,0.25629,0.19548,0.78441,0.99695,0.99255,0.99495,0.99017,0.13508,0.12516,0.75803,0.0167835,0.0055945,0.0167835,0.0055945,0.0167835,0.0055945,0.0167835,0.0055945
91,6727.08,0.25635,0.1943,0.78563,0.9977,0.99209,0.99495,0.99031,0.13491,0.12475,0.75793,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
92,6799.73,0.25606,0.19355,0.78496,0.99763,0.9923,0.99494,0.99044,0.1326,0.12359,0.75769,0.0164865,0.0054955,0.0164865,0.0054955,0.0164865,0.0054955,0.0164865,0.0054955
93,6872.54,0.25436,0.19413,0.78438,0.99728,0.99266,0.99494,0.99046,0.1324,0.12363,0.7577,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
94,6945.29,0.25385,0.19423,0.78451,0.9973,0.99242,0.99494,0.99042,0.13342,0.12362,0.75774,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965,0.0161895,0.0053965
95,7018.11,0.25257,0.19249,0.78479,0.99766,0.99218,0.99494,0.99045,0.13218,0.1228,0.75756,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
96,7089.58,0.2529,0.1916,0.78481,0.99743,0.99243,0.99493,0.99049,0.13233,0.12265,0.75748,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975
97,7161,0.25036,0.1907,0.78376,0.99756,0.99242,0.99493,0.99057,0.13105,0.12197,0.75733,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
98,7233.02,0.25063,0.19118,0.78377,0.99732,0.99286,0.99494,0.99059,0.13089,0.12174,0.75724,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985
99,7304.84,0.24824,0.18862,0.7843,0.99777,0.99239,0.99494,0.99059,0.13093,0.12155,0.75722,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
100,7376.73,0.2493,0.18895,0.78341,0.99769,0.99248,0.99494,0.99059,0.13076,0.12114,0.75711,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995
101,7448.52,0.24899,0.18896,0.78404,0.99776,0.9924,0.99493,0.9906,0.13064,0.12084,0.75704,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
102,7521.37,0.24784,0.18889,0.78387,0.99765,0.99244,0.99493,0.9907,0.12992,0.12081,0.75699,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005
103,7592.66,0.24756,0.18852,0.78382,0.99749,0.99257,0.99493,0.99079,0.13037,0.12077,0.75701,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
104,7663.86,0.24807,0.18963,0.78264,0.99737,0.99267,0.99493,0.99083,0.12987,0.12041,0.75694,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015
105,7735.07,0.24607,0.18694,0.78424,0.99761,0.99239,0.99494,0.99079,0.12914,0.11987,0.75682,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
106,7806.36,0.24329,0.18551,0.78316,0.99719,0.99296,0.99494,0.99078,0.12908,0.11985,0.75684,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025
107,7877.74,0.2444,0.18549,0.78289,0.9975,0.99258,0.99494,0.99088,0.1283,0.11941,0.75674,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
108,7949.85,0.24336,0.18546,0.78286,0.9978,0.99243,0.99495,0.99087,0.12797,0.11916,0.75672,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035
109,8022.68,0.2424,0.18372,0.78313,0.99781,0.99233,0.99495,0.99093,0.12781,0.11905,0.75667,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
110,8095.71,0.24166,0.18442,0.78356,0.99799,0.99215,0.99495,0.99101,0.12714,0.11869,0.7566,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045
111,8168.63,0.24102,0.18374,0.78275,0.99812,0.99205,0.99494,0.99102,0.12707,0.11858,0.75658,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
112,8243.41,0.2419,0.18379,0.78221,0.99818,0.992,0.99495,0.99094,0.12729,0.11853,0.7566,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055
113,8315.82,0.24052,0.1827,0.78296,0.99797,0.99215,0.99494,0.99097,0.12671,0.11832,0.75653,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
114,8388.51,0.23904,0.18204,0.78272,0.99766,0.99248,0.99495,0.991,0.12597,0.11782,0.75645,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065
115,8461.23,0.24008,0.18214,0.78166,0.99754,0.99271,0.99495,0.99107,0.12558,0.11763,0.75639,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
116,8534.19,0.23791,0.18127,0.7816,0.99766,0.99281,0.99495,0.99107,0.12548,0.11753,0.75636,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075
117,8607.12,0.23755,0.1818,0.78231,0.99762,0.99291,0.99495,0.99104,0.12562,0.11754,0.75637,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
118,8680,0.2368,0.18062,0.78232,0.99761,0.993,0.99495,0.99102,0.12549,0.11733,0.75632,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085
119,8752.75,0.23548,0.17959,0.7822,0.99776,0.99294,0.99495,0.99102,0.12521,0.11717,0.75628,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
120,8828.64,0.23742,0.18098,0.78208,0.99776,0.99284,0.99495,0.99111,0.12512,0.11706,0.75628,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095
121,8901.46,0.23455,0.17907,0.78196,0.99776,0.99269,0.99495,0.99112,0.12501,0.11689,0.75626,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
122,8974.11,0.23457,0.17905,0.78214,0.99771,0.99274,0.99495,0.99121,0.1244,0.1166,0.75621,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105
123,9046.97,0.23357,0.17862,0.78201,0.99776,0.99269,0.99495,0.99122,0.12433,0.11651,0.75617,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
124,9119.89,0.23444,0.1786,0.78251,0.99777,0.99267,0.99495,0.9912,0.12425,0.11635,0.75616,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115
125,9192.85,0.23202,0.17661,0.78247,0.99765,0.99269,0.99495,0.9912,0.12415,0.11632,0.75614,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
126,9265.37,0.23112,0.17714,0.78101,0.9978,0.99266,0.99495,0.99121,0.12404,0.11612,0.75609,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125
127,9336.88,0.23192,0.17754,0.78144,0.9978,0.99265,0.99495,0.99121,0.12404,0.11613,0.75603,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
128,9408.61,0.23137,0.17679,0.78148,0.99774,0.99268,0.99495,0.99123,0.12349,0.11586,0.75598,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135
129,9480.17,0.23106,0.17632,0.78163,0.99759,0.99281,0.99495,0.99129,0.12352,0.11601,0.75597,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
130,9551.15,0.22995,0.17559,0.78105,0.99776,0.99286,0.99495,0.9913,0.12331,0.11584,0.75594,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145
131,9622.3,0.22969,0.17521,0.78132,0.99785,0.99269,0.99495,0.99128,0.1232,0.11583,0.75592,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
132,9693.49,0.22766,0.17508,0.78108,0.9979,0.99265,0.99495,0.99135,0.12284,0.11564,0.75589,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155,0.0105465,0.0035155
133,9764.49,0.2279,0.17341,0.78116,0.99788,0.99264,0.99495,0.99131,0.12257,0.11547,0.75588,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
134,9836.83,0.22645,0.17316,0.78044,0.99799,0.99253,0.99495,0.99132,0.12238,0.11524,0.75585,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165,0.0102495,0.0034165
135,9909.57,0.2272,0.17332,0.78058,0.99808,0.99257,0.99495,0.99131,0.12223,0.11526,0.75583,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
