epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
17,48.1867,0.95471,1.02024,0.93447,0.1594,0.56191,0.36675,0.27767,0.78371,2.64571,0.85261,0.025196,0.00839867,0.025196,0.00839867,0.025196,0.00839867,0.025196,0.00839867
18,50.0707,0.97648,0.97255,0.94917,0.13278,0.65563,0.39819,0.29686,0.90684,2.48356,0.86944,0.0266955,0.0088985,0.0266955,0.0088985,0.0266955,0.0088985,0.0266955,0.0088985
19,51.845,0.97291,0.95538,0.95086,0.12057,0.68119,0.42269,0.3144,0.9297,2.15725,0.8922,0.028195,0.00939832,0.028195,0.00939832,0.028195,0.00939832,0.028195,0.00939832
20,53.7429,0.97594,0.93607,0.95556,0.9612,0.2437,0.47518,0.35104,0.85215,1.9563,0.86306,0.0296944,0.00989814,0.0296944,0.00989814,0.0296944,0.00989814,0.0296944,0.00989814
21,55.4885,0.98098,0.85712,0.94713,0.88412,0.28179,0.52617,0.39083,0.89675,2.16618,0.88489,0.0299941,0.00999802,0.0299941,0.00999802,0.0299941,0.00999802,0.0299941,0.00999802
22,57.363,0.93753,0.85509,0.93905,0.86359,0.31478,0.50752,0.3777,0.89911,1.73113,0.8855,0.0299938,0.00999792,0.0299938,0.00999792,0.0299938,0.00999792,0.0299938,0.00999792
23,59.1477,0.97516,0.85076,0.94975,0.85288,0.42936,0.59745,0.44415,0.79755,2.07158,0.85463,0.0299935,0.00999782,0.0299935,0.00999782,0.0299935,0.00999782,0.0299935,0.00999782
24,61.0598,0.9334,0.8475,0.93281,0.80901,0.46781,0.59137,0.44024,0.76838,1.98309,0.85734,0.0299932,0.00999772,0.0299932,0.00999772,0.0299932,0.00999772,0.0299932,0.00999772
25,62.7902,0.8437,0.84452,0.91991,0.87632,0.46813,0.63596,0.46227,0.81292,1.54851,0.89267,0.0299929,0.00999762,0.0299929,0.00999762,0.0299929,0.00999762,0.0299929,0.00999762
26,64.8327,0.88914,0.80135,0.92786,0.88382,0.55004,0.63755,0.45591,0.80247,0.99206,0.85814,0.0299926,0.00999753,0.0299926,0.00999753,0.0299926,0.00999753,0.0299926,0.00999753
27,68.9147,0.93804,0.80207,0.93212,0.83798,0.5856,0.65889,0.45439,0.83985,1.12337,0.86475,0.0299923,0.00999743,0.0299923,0.00999743,0.0299923,0.00999743,0.0299923,0.00999743
28,71.016,0.90749,0.76194,0.92738,0.81232,0.59725,0.69448,0.5118,0.75611,0.8922,0.8833,0.029992,0.00999733,0.029992,0.00999733,0.029992,0.00999733,0.029992,0.00999733
29,73.0375,0.89094,0.72562,0.90898,0.77073,0.59846,0.68388,0.50309,0.7695,0.81961,0.87485,0.0299917,0.00999723,0.0299917,0.00999723,0.0299917,0.00999723,0.0299917,0.00999723
30,75.0825,0.88515,0.78012,0.92038,0.80591,0.66772,0.70413,0.51935,0.73919,0.75084,0.83103,0.0299914,0.00999713,0.0299914,0.00999713,0.0299914,0.00999713,0.0299914,0.00999713
31,76.9732,0.87851,0.73129,0.90423,0.80505,0.63126,0.71572,0.5248,0.71186,0.68795,0.82222,0.0299911,0.00999703,0.0299911,0.00999703,0.0299911,0.00999703,0.0299911,0.00999703
32,78.8504,0.88337,0.69158,0.91547,0.79929,0.60452,0.6998,0.50474,0.8034,0.81477,0.88287,0.0299908,0.00999693,0.0299908,0.00999693,0.0299908,0.00999693,0.0299908,0.00999693
33,80.6086,0.86172,0.74237,0.9168,0.84445,0.62374,0.70458,0.51967,0.76455,0.96881,0.85844,0.0299905,0.00999683,0.0299905,0.00999683,0.0299905,0.00999683,0.0299905,0.00999683
34,82.4734,0.81347,0.72763,0.90554,0.84953,0.57726,0.67159,0.50375,0.70511,0.71283,0.82669,0.0299902,0.00999673,0.0299902,0.00999673,0.0299902,0.00999673,0.0299902,0.00999673
35,84.2261,0.80286,0.70795,0.90361,0.7443,0.63181,0.70103,0.51988,0.68384,0.64798,0.82357,0.0299899,0.00999663,0.0299899,0.00999663,0.0299899,0.00999663,0.0299899,0.00999663
36,86.0608,0.79983,0.69568,0.90046,0.81948,0.6488,0.73107,0.54024,0.77031,0.68137,0.85193,0.0299896,0.00999654,0.0299896,0.00999654,0.0299896,0.00999654,0.0299896,0.00999654
37,87.797,0.81483,0.66298,0.90624,0.77667,0.67159,0.74507,0.54928,0.73197,0.64277,0.82583,0.0299893,0.00999644,0.0299893,0.00999644,0.0299893,0.00999644,0.0299893,0.00999644
38,89.7029,0.75779,0.66637,0.89282,0.76308,0.70607,0.75317,0.54088,0.73658,0.69071,0.84312,0.029989,0.00999634,0.029989,0.00999634,0.029989,0.00999634,0.029989,0.00999634
39,91.4239,0.80674,0.68095,0.89665,0.77501,0.69481,0.73361,0.53264,0.70711,0.65966,0.82067,0.0299887,0.00999624,0.0299887,0.00999624,0.0299887,0.00999624,0.0299887,0.00999624
40,93.3442,0.80225,0.64112,0.89505,0.82487,0.64988,0.72774,0.52669,0.69182,0.69035,0.81243,0.0299884,0.00999614,0.0299884,0.00999614,0.0299884,0.00999614,0.0299884,0.00999614
41,95.0573,0.79014,0.67154,0.90102,0.84589,0.7094,0.76853,0.59536,0.65816,0.61603,0.80761,0.0299881,0.00999604,0.0299881,0.00999604,0.0299881,0.00999604,0.0299881,0.00999604
42,96.938,0.78907,0.64481,0.8895,0.78291,0.7363,0.76717,0.56084,0.67934,0.59182,0.81617,0.0299878,0.00999594,0.0299878,0.00999594,0.0299878,0.00999594,0.0299878,0.00999594
43,98.7088,0.78494,0.6229,0.88703,0.75147,0.7444,0.75883,0.58312,0.666,0.57215,0.81052,0.0299875,0.00999584,0.0299875,0.00999584,0.0299875,0.00999584,0.0299875,0.00999584
44,102.932,0.81341,0.63308,0.88516,0.77238,0.79184,0.80568,0.59595,0.69232,0.60961,0.81043,0.0299872,0.00999574,0.0299872,0.00999574,0.0299872,0.00999574,0.0299872,0.00999574
45,104.866,0.78087,0.64647,0.8809,0.77476,0.77367,0.80311,0.59067,0.72126,0.6241,0.81894,0.0299869,0.00999564,0.0299869,0.00999564,0.0299869,0.00999564,0.0299869,0.00999564
46,106.879,0.74931,0.62662,0.87787,0.85617,0.73452,0.82466,0.61654,0.70389,0.62349,0.82634,0.0299866,0.00999554,0.0299866,0.00999554,0.0299866,0.00999554,0.0299866,0.00999554
47,108.779,0.75747,0.62971,0.8822,0.84244,0.7712,0.81536,0.6071,0.73534,0.65394,0.83622,0.0299863,0.00999545,0.0299863,0.00999545,0.0299863,0.00999545,0.0299863,0.00999545
48,110.657,0.74927,0.63285,0.88217,0.87179,0.76171,0.8229,0.61624,0.67862,0.59873,0.80689,0.029986,0.00999535,0.029986,0.00999535,0.029986,0.00999535,0.029986,0.00999535
49,112.39,0.73424,0.63583,0.88152,0.83306,0.77076,0.83211,0.63476,0.69215,0.60332,0.80759,0.0299857,0.00999525,0.0299857,0.00999525,0.0299857,0.00999525,0.0299857,0.00999525
50,114.308,0.73447,0.61669,0.87947,0.84571,0.71568,0.81908,0.60584,0.69179,0.53655,0.81276,0.0299854,0.00999515,0.0299854,0.00999515,0.0299854,0.00999515,0.0299854,0.00999515
51,116.065,0.76072,0.64646,0.88319,0.83739,0.77307,0.79558,0.59448,0.64387,0.50768,0.79443,0.0299852,0.00999505,0.0299852,0.00999505,0.0299852,0.00999505,0.0299852,0.00999505
52,117.946,0.73285,0.57392,0.87417,0.82693,0.79085,0.87485,0.65761,0.67293,0.54957,0.80571,0.0299849,0.00999495,0.0299849,0.00999495,0.0299849,0.00999495,0.0299849,0.00999495
53,119.746,0.75888,0.60258,0.87411,0.79248,0.82739,0.85688,0.64326,0.6351,0.50823,0.79463,0.0299846,0.00999485,0.0299846,0.00999485,0.0299846,0.00999485,0.0299846,0.00999485
54,121.638,0.76432,0.57253,0.87313,0.8312,0.7726,0.80499,0.60851,0.65723,0.53303,0.79924,0.0299843,0.00999475,0.0299843,0.00999475,0.0299843,0.00999475,0.0299843,0.00999475
55,123.376,0.75165,0.57371,0.87512,0.80828,0.81009,0.81821,0.60522,0.64103,0.50037,0.79428,0.029984,0.00999465,0.029984,0.00999465,0.029984,0.00999465,0.029984,0.00999465
56,125.262,0.75001,0.54303,0.86113,0.77016,0.82088,0.84235,0.6177,0.65857,0.54414,0.79732,0.0299837,0.00999456,0.0299837,0.00999456,0.0299837,0.00999456,0.0299837,0.00999456
57,127.015,0.75567,0.58786,0.89218,0.80573,0.813,0.84475,0.63523,0.64404,0.52509,0.79498,0.0299834,0.00999446,0.0299834,0.00999446,0.0299834,0.00999446,0.0299834,0.00999446
58,128.889,0.72033,0.56344,0.87845,0.84343,0.80632,0.84041,0.61978,0.6726,0.52909,0.80016,0.0299831,0.00999436,0.0299831,0.00999436,0.0299831,0.00999436,0.0299831,0.00999436
59,130.583,0.74825,0.58193,0.88218,0.79999,0.87743,0.86301,0.65018,0.66246,0.51135,0.79705,0.0299828,0.00999426,0.0299828,0.00999426,0.0299828,0.00999426,0.0299828,0.00999426
60,132.537,0.7443,0.54462,0.87545,0.80946,0.87462,0.89226,0.66884,0.61824,0.54144,0.78718,0.0299825,0.00999416,0.0299825,0.00999416,0.0299825,0.00999416,0.0299825,0.00999416
61,136.641,0.75342,0.58036,0.88252,0.89116,0.79343,0.88285,0.67115,0.61255,0.48197,0.78393,0.0299822,0.00999406,0.0299822,0.00999406,0.0299822,0.00999406,0.0299822,0.00999406
62,138.744,0.71887,0.57512,0.86531,0.88664,0.77696,0.85864,0.64947,0.65785,0.53442,0.80375,0.0299819,0.00999396,0.0299819,0.00999396,0.0299819,0.00999396,0.0299819,0.00999396
63,140.71,0.73289,0.58238,0.88077,0.88542,0.76701,0.86052,0.65219,0.64323,0.52381,0.79804,0.0299816,0.00999386,0.0299816,0.00999386,0.0299816,0.00999386,0.0299816,0.00999386
64,142.777,0.72884,0.55302,0.8722,0.86764,0.76361,0.81949,0.61503,0.6316,0.52349,0.78817,0.0299813,0.00999376,0.0299813,0.00999376,0.0299813,0.00999376,0.0299813,0.00999376
65,144.5,0.73993,0.5498,0.86514,0.86143,0.72833,0.77932,0.57432,0.68165,0.5217,0.79826,0.029981,0.00999366,0.029981,0.00999366,0.029981,0.00999366,0.029981,0.00999366
66,146.377,0.72021,0.52863,0.87336,0.86822,0.72877,0.78926,0.59819,0.66526,0.50954,0.80525,0.0299807,0.00999356,0.0299807,0.00999356,0.0299807,0.00999356,0.0299807,0.00999356
67,148.144,0.73547,0.53335,0.8689,0.9345,0.67633,0.76979,0.5623,0.63355,0.54148,0.79345,0.0299804,0.00999347,0.0299804,0.00999347,0.0299804,0.00999347,0.0299804,0.00999347
68,149.986,0.71045,0.54599,0.86152,0.7581,0.73685,0.77494,0.55756,0.64439,0.54216,0.79412,0.0299801,0.00999337,0.0299801,0.00999337,0.0299801,0.00999337,0.0299801,0.00999337
69,151.695,0.70683,0.5265,0.87238,0.82037,0.75914,0.82207,0.60026,0.62375,0.50022,0.79041,0.0299798,0.00999327,0.0299798,0.00999327,0.0299798,0.00999327,0.0299798,0.00999327
70,153.588,0.71015,0.53221,0.86388,0.7896,0.72042,0.7529,0.54827,0.65236,0.54029,0.80335,0.0299795,0.00999317,0.0299795,0.00999317,0.0299795,0.00999317,0.0299795,0.00999317
71,155.334,0.72379,0.58809,0.86846,0.84307,0.71903,0.76865,0.57342,0.61996,0.52019,0.79481,0.0299792,0.00999307,0.0299792,0.00999307,0.0299792,0.00999307,0.0299792,0.00999307
72,157.245,0.69676,0.57086,0.86087,0.77887,0.84723,0.85307,0.61631,0.66005,0.50965,0.79708,0.0299789,0.00999297,0.0299789,0.00999297,0.0299789,0.00999297,0.0299789,0.00999297
73,158.951,0.71461,0.56535,0.87541,0.80332,0.82484,0.84116,0.61958,0.64699,0.52667,0.79829,0.0299786,0.00999287,0.0299786,0.00999287,0.0299786,0.00999287,0.0299786,0.00999287
74,160.924,0.69196,0.56975,0.87027,0.9082,0.78188,0.8341,0.60614,0.67537,0.58405,0.80632,0.0299783,0.00999277,0.0299783,0.00999277,0.0299783,0.00999277,0.0299783,0.00999277
75,162.738,0.68297,0.56089,0.86413,0.87652,0.73625,0.83318,0.62394,0.67573,0.57407,0.80504,0.029978,0.00999267,0.029978,0.00999267,0.029978,0.00999267,0.029978,0.00999267
76,164.665,0.6876,0.56244,0.8667,0.72858,0.82344,0.82549,0.61309,0.62296,0.54265,0.79039,0.0299777,0.00999258,0.0299777,0.00999258,0.0299777,0.00999258,0.0299777,0.00999258
77,166.429,0.69147,0.54112,0.86594,0.84265,0.78187,0.84387,0.65596,0.60496,0.51296,0.78445,0.0299774,0.00999248,0.0299774,0.00999248,0.0299774,0.00999248,0.0299774,0.00999248
78,170.6,0.69771,0.53462,0.86053,0.88837,0.82412,0.86692,0.65497,0.66838,0.54771,0.80035,0.0299771,0.00999238,0.0299771,0.00999238,0.0299771,0.00999238,0.0299771,0.00999238
79,172.499,0.70525,0.52067,0.85983,0.83532,0.83478,0.85836,0.65797,0.65965,0.56149,0.79615,0.0299768,0.00999228,0.0299768,0.00999228,0.0299768,0.00999228,0.0299768,0.00999228
80,174.565,0.69748,0.50402,0.86444,0.82814,0.82666,0.83353,0.60312,0.63459,0.55256,0.79592,0.0299765,0.00999218,0.0299765,0.00999218,0.0299765,0.00999218,0.0299765,0.00999218
81,176.436,0.70709,0.52123,0.87247,0.91382,0.79533,0.86618,0.63892,0.62624,0.52239,0.79275,0.0299762,0.00999208,0.0299762,0.00999208,0.0299762,0.00999208,0.0299762,0.00999208
82,178.343,0.68016,0.522,0.86512,0.89227,0.82578,0.88812,0.65721,0.63892,0.54063,0.79324,0.0299759,0.00999198,0.0299759,0.00999198,0.0299759,0.00999198,0.0299759,0.00999198
83,180.073,0.6835,0.51428,0.86218,0.89704,0.79585,0.86809,0.62782,0.66965,0.60241,0.79895,0.0299756,0.00999188,0.0299756,0.00999188,0.0299756,0.00999188,0.0299756,0.00999188
84,181.924,0.7179,0.51442,0.8631,0.82578,0.81662,0.86092,0.64717,0.64791,0.53739,0.79906,0.0299753,0.00999178,0.0299753,0.00999178,0.0299753,0.00999178,0.0299753,0.00999178
85,183.679,0.67036,0.51935,0.86191,0.82426,0.8606,0.86233,0.65307,0.65428,0.49042,0.80163,0.0299751,0.00999168,0.0299751,0.00999168,0.0299751,0.00999168,0.0299751,0.00999168
86,185.546,0.68723,0.51743,0.85447,0.881,0.76836,0.84187,0.62418,0.60932,0.45332,0.78574,0.0299748,0.00999158,0.0299748,0.00999158,0.0299748,0.00999158,0.0299748,0.00999158
87,187.32,0.68883,0.55589,0.86827,0.81376,0.8426,0.85158,0.63108,0.62238,0.44595,0.7899,0.0299745,0.00999149,0.0299745,0.00999149,0.0299745,0.00999149,0.0299745,0.00999149
88,189.19,0.68644,0.52617,0.85987,0.85748,0.85835,0.87839,0.66958,0.60162,0.47931,0.78494,0.0299742,0.00999139,0.0299742,0.00999139,0.0299742,0.00999139,0.0299742,0.00999139
89,190.943,0.70028,0.52317,0.85397,0.84269,0.82539,0.855,0.64678,0.62045,0.47658,0.79263,0.0299739,0.00999129,0.0299739,0.00999129,0.0299739,0.00999129,0.0299739,0.00999129
90,192.788,0.70223,0.49121,0.86558,0.86708,0.8259,0.84118,0.63928,0.61717,0.44111,0.79089,0.0299736,0.00999119,0.0299736,0.00999119,0.0299736,0.00999119,0.0299736,0.00999119
91,194.515,0.68488,0.47103,0.85865,0.8747,0.81521,0.84226,0.6375,0.61547,0.43865,0.78891,0.0299733,0.00999109,0.0299733,0.00999109,0.0299733,0.00999109,0.0299733,0.00999109
92,196.421,0.71471,0.48223,0.86142,0.88972,0.79089,0.8341,0.63759,0.60633,0.43194,0.78534,0.029973,0.00999099,0.029973,0.00999099,0.029973,0.00999099,0.029973,0.00999099
93,198.36,0.68049,0.52046,0.86461,0.86868,0.80259,0.83997,0.6464,0.60911,0.47242,0.78658,0.0299727,0.00999089,0.0299727,0.00999089,0.0299727,0.00999089,0.0299727,0.00999089
94,200.366,0.6642,0.50541,0.85466,0.85961,0.88774,0.8761,0.6813,0.60788,0.48949,0.78438,0.0299724,0.00999079,0.0299724,0.00999079,0.0299724,0.00999079,0.0299724,0.00999079
95,202.315,0.66257,0.52422,0.85766,0.84534,0.87873,0.90062,0.70011,0.60895,0.44175,0.78516,0.0299721,0.00999069,0.0299721,0.00999069,0.0299721,0.00999069,0.0299721,0.00999069
96,206.405,0.69687,0.51466,0.86741,0.92929,0.80767,0.8958,0.69326,0.58618,0.42542,0.78041,0.0299718,0.00999059,0.0299718,0.00999059,0.0299718,0.00999059,0.0299718,0.00999059
97,208.268,0.66014,0.4896,0.85891,0.92577,0.81535,0.89555,0.68148,0.59514,0.43499,0.78089,0.0299715,0.0099905,0.0299715,0.0099905,0.0299715,0.0099905,0.0299715,0.0099905
98,210.35,0.66275,0.48896,0.85188,0.91194,0.82705,0.89891,0.67842,0.61012,0.44386,0.78712,0.0299712,0.0099904,0.0299712,0.0099904,0.0299712,0.0099904,0.0299712,0.0099904
99,212.385,0.67626,0.47633,0.85873,0.92123,0.85013,0.90252,0.6941,0.61014,0.45262,0.7877,0.0299709,0.0099903,0.0299709,0.0099903,0.0299709,0.0099903,0.0299709,0.0099903
100,214.465,0.68458,0.48505,0.85462,0.8409,0.88847,0.88619,0.68993,0.60402,0.42569,0.78619,0.0299706,0.0099902,0.0299706,0.0099902,0.0299706,0.0099902,0.0299706,0.0099902
101,216.358,0.68918,0.48245,0.86304,0.91237,0.83037,0.89834,0.69282,0.62112,0.42313,0.79523,0.0299703,0.0099901,0.0299703,0.0099901,0.0299703,0.0099901,0.0299703,0.0099901
102,218.331,0.66789,0.4872,0.85864,0.88716,0.79549,0.87896,0.66994,0.61545,0.43311,0.78806,0.02997,0.00999,0.02997,0.00999,0.02997,0.00999,0.02997,0.00999
103,220.354,0.66975,0.48864,0.85259,0.83785,0.77828,0.84627,0.65381,0.63515,0.48297,0.79723,0.0299697,0.0099899,0.0299697,0.0099899,0.0299697,0.0099899,0.0299697,0.0099899
104,222.393,0.67785,0.48129,0.85772,0.90588,0.746,0.85837,0.66997,0.61716,0.44348,0.78935,0.0299694,0.0099898,0.0299694,0.0099898,0.0299694,0.0099898,0.0299694,0.0099898
105,224.258,0.65302,0.47646,0.8491,0.91914,0.7735,0.88181,0.67875,0.60303,0.42965,0.7844,0.0299691,0.0099897,0.0299691,0.0099897,0.0299691,0.0099897,0.0299691,0.0099897
106,226.262,0.64672,0.48438,0.84886,0.90799,0.83627,0.89006,0.69561,0.59459,0.40553,0.78253,0.0299688,0.00998961,0.0299688,0.00998961,0.0299688,0.00998961,0.0299688,0.00998961
107,228.128,0.66782,0.46851,0.86047,0.93852,0.83781,0.89707,0.70557,0.58569,0.40766,0.78113,0.0299685,0.00998951,0.0299685,0.00998951,0.0299685,0.00998951,0.0299685,0.00998951
108,230.151,0.64925,0.47311,0.85043,0.88524,0.87067,0.89663,0.70091,0.62468,0.41642,0.79683,0.0299682,0.00998941,0.0299682,0.00998941,0.0299682,0.00998941,0.0299682,0.00998941
109,232.083,0.67931,0.46487,0.86398,0.90686,0.85936,0.89699,0.69066,0.64182,0.41116,0.79926,0.0299679,0.00998931,0.0299679,0.00998931,0.0299679,0.00998931,0.0299679,0.00998931
110,234.181,0.6734,0.45678,0.85805,0.88622,0.87022,0.88551,0.67443,0.62033,0.42485,0.79083,0.0299676,0.00998921,0.0299676,0.00998921,0.0299676,0.00998921,0.0299676,0.00998921
111,236.044,0.68648,0.4679,0.84997,0.84768,0.87837,0.88896,0.67356,0.63457,0.45084,0.79851,0.0299673,0.00998911,0.0299673,0.00998911,0.0299673,0.00998911,0.0299673,0.00998911
112,238.073,0.65792,0.47606,0.84453,0.84462,0.88533,0.89925,0.68567,0.60256,0.41101,0.78636,0.029967,0.00998901,0.029967,0.00998901,0.029967,0.00998901,0.029967,0.00998901
113,239.983,0.66105,0.48032,0.85174,0.91653,0.83656,0.90297,0.68965,0.58973,0.40447,0.78331,0.0299667,0.00998891,0.0299667,0.00998891,0.0299667,0.00998891,0.0299667,0.00998891
114,241.977,0.6543,0.46546,0.85197,0.83877,0.90683,0.90099,0.69463,0.59709,0.401,0.7879,0.0299664,0.00998881,0.0299664,0.00998881,0.0299664,0.00998881,0.0299664,0.00998881
115,243.789,0.64599,0.47412,0.8581,0.8244,0.8971,0.89534,0.66237,0.60591,0.42945,0.79001,0.0299661,0.00998871,0.0299661,0.00998871,0.0299661,0.00998871,0.0299661,0.00998871
116,245.661,0.64011,0.47289,0.85369,0.92702,0.83127,0.89675,0.69491,0.59947,0.40676,0.78364,0.0299658,0.00998862,0.0299658,0.00998862,0.0299658,0.00998862,0.0299658,0.00998862
117,247.415,0.65355,0.47773,0.85261,0.90997,0.84274,0.89752,0.69345,0.5883,0.41946,0.78045,0.0299655,0.00998852,0.0299655,0.00998852,0.0299655,0.00998852,0.0299655,0.00998852
118,249.262,0.66651,0.48215,0.85963,0.91924,0.84453,0.89933,0.68357,0.59649,0.43887,0.78339,0.0299653,0.00998842,0.0299653,0.00998842,0.0299653,0.00998842,0.0299653,0.00998842
119,251.002,0.66705,0.46871,0.85471,0.83117,0.89011,0.91493,0.67553,0.6158,0.46436,0.78974,0.029965,0.00998832,0.029965,0.00998832,0.029965,0.00998832,0.029965,0.00998832
120,252.834,0.63578,0.47879,0.85409,0.84797,0.89955,0.90757,0.6952,0.59958,0.43725,0.78279,0.0299647,0.00998822,0.0299647,0.00998822,0.0299647,0.00998822,0.0299647,0.00998822
121,254.609,0.65642,0.45301,0.85561,0.91866,0.88982,0.90379,0.69769,0.6054,0.4277,0.78415,0.0299644,0.00998812,0.0299644,0.00998812,0.0299644,0.00998812,0.0299644,0.00998812
122,256.527,0.67046,0.45791,0.84517,0.88722,0.89749,0.89433,0.6898,0.58795,0.40552,0.77857,0.0299641,0.00998802,0.0299641,0.00998802,0.0299641,0.00998802,0.0299641,0.00998802
123,258.27,0.66544,0.45057,0.86337,0.8638,0.89578,0.89912,0.69928,0.60373,0.39288,0.78467,0.0299638,0.00998792,0.0299638,0.00998792,0.0299638,0.00998792,0.0299638,0.00998792
124,260.126,0.64569,0.44406,0.85832,0.88587,0.83113,0.90737,0.70357,0.59985,0.39358,0.78116,0.0299635,0.00998782,0.0299635,0.00998782,0.0299635,0.00998782,0.0299635,0.00998782
125,261.872,0.6893,0.46833,0.85243,0.90521,0.83256,0.89841,0.68783,0.59208,0.38475,0.78076,0.0299632,0.00998772,0.0299632,0.00998772,0.0299632,0.00998772,0.0299632,0.00998772
126,263.771,0.64823,0.42761,0.85326,0.8638,0.85766,0.86385,0.65666,0.60062,0.39235,0.78605,0.0299629,0.00998762,0.0299629,0.00998762,0.0299629,0.00998762,0.0299629,0.00998762
127,265.5,0.64965,0.43795,0.85241,0.88474,0.85773,0.8802,0.6627,0.58936,0.39589,0.78246,0.0299626,0.00998753,0.0299626,0.00998753,0.0299626,0.00998753,0.0299626,0.00998753
128,267.539,0.64658,0.4593,0.85517,0.82893,0.88761,0.89541,0.66971,0.61704,0.4112,0.78503,0.0299623,0.00998743,0.0299623,0.00998743,0.0299623,0.00998743,0.0299623,0.00998743
129,269.557,0.65567,0.44881,0.85554,0.84756,0.84781,0.8757,0.65284,0.61744,0.41878,0.78645,0.029962,0.00998733,0.029962,0.00998733,0.029962,0.00998733,0.029962,0.00998733
130,271.599,0.64297,0.44299,0.85769,0.84264,0.85931,0.89792,0.66794,0.58918,0.42474,0.78384,0.0299617,0.00998723,0.0299617,0.00998723,0.0299617,0.00998723,0.0299617,0.00998723
131,273.483,0.64231,0.43681,0.85477,0.89917,0.80284,0.83878,0.63539,0.59834,0.4285,0.78493,0.0299614,0.00998713,0.0299614,0.00998713,0.0299614,0.00998713,0.0299614,0.00998713
132,275.512,0.64217,0.44075,0.85107,0.86289,0.86644,0.90425,0.67992,0.60211,0.43068,0.78437,0.0299611,0.00998703,0.0299611,0.00998703,0.0299611,0.00998703,0.0299611,0.00998703
