epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
14,25.5414,2.02064,1.69182,0.93884,0.48828,0.2145,0.20495,0.10063,2.36992,1.50862,1.14352,0.0299961,0.00999871,0.0299961,0.00999871,0.0299961,0.00999871,0.0299961,0.00999871
15,26.9089,1.91201,1.47439,0.9533,0.54926,0.21299,0.20859,0.10486,2.61006,1.42344,1.20035,0.0299958,0.00999861,0.0299958,0.00999861,0.0299958,0.00999861,0.0299958,0.00999861
16,28.484,1.93268,1.4516,0.94245,0.56098,0.2809,0.24148,0.13649,1.55731,1.53224,1.02535,0.0299955,0.00999851,0.0299955,0.00999851,0.0299955,0.00999851,0.0299955,0.00999851
17,29.8434,1.84822,1.39906,0.93869,0.57434,0.24175,0.232,0.13443,1.63774,1.42303,1.03174,0.0299952,0.00999842,0.0299952,0.00999842,0.0299952,0.00999842,0.0299952,0.00999842
18,31.3822,1.93906,1.35723,0.93524,0.62062,0.23272,0.24891,0.14041,1.52903,1.15866,1.02801,0.029995,0.00999832,0.029995,0.00999832,0.029995,0.00999832,0.029995,0.00999832
19,32.8064,1.77457,1.25064,0.91547,0.62899,0.2296,0.25271,0.1461,1.67717,1.26216,1.05553,0.0299947,0.00999822,0.0299947,0.00999822,0.0299947,0.00999822,0.0299947,0.00999822
20,34.359,1.79619,1.24977,0.92214,0.59667,0.23332,0.26672,0.14798,1.69876,1.08676,1.06923,0.0299944,0.00999812,0.0299944,0.00999812,0.0299944,0.00999812,0.0299944,0.00999812
21,35.7537,1.68638,1.16504,0.91299,0.66077,0.26202,0.29457,0.17131,1.82094,1.05576,1.05986,0.0299941,0.00999802,0.0299941,0.00999802,0.0299941,0.00999802,0.0299941,0.00999802
22,37.2878,1.84718,1.20055,0.92737,0.68889,0.26994,0.31193,0.19091,1.28546,0.95818,1.00003,0.0299938,0.00999792,0.0299938,0.00999792,0.0299938,0.00999792,0.0299938,0.00999792
23,38.6736,1.63282,1.09481,0.9088,0.66068,0.24889,0.2845,0.17467,1.42791,0.9909,1.01293,0.0299935,0.00999782,0.0299935,0.00999782,0.0299935,0.00999782,0.0299935,0.00999782
24,40.2962,1.68064,1.16633,0.91883,0.60645,0.29618,0.32149,0.19459,1.47661,1.08079,1.01392,0.0299932,0.00999772,0.0299932,0.00999772,0.0299932,0.00999772,0.0299932,0.00999772
25,41.73,1.68753,1.11064,0.90256,0.62846,0.31759,0.34463,0.20247,1.73026,1.01799,1.05148,0.0299929,0.00999762,0.0299929,0.00999762,0.0299929,0.00999762,0.0299929,0.00999762
26,43.3279,1.70882,1.04346,0.89976,0.63904,0.30287,0.35764,0.22485,1.35281,0.90289,1.00289,0.0299926,0.00999753,0.0299926,0.00999753,0.0299926,0.00999753,0.0299926,0.00999753
27,44.6923,1.56358,1.00824,0.89811,0.53321,0.38079,0.35785,0.22334,1.29437,0.8736,0.99296,0.0299923,0.00999743,0.0299923,0.00999743,0.0299923,0.00999743,0.0299923,0.00999743
28,46.1952,1.55229,0.97007,0.90541,0.57757,0.3828,0.37547,0.22878,1.38964,0.96062,1.0112,0.029992,0.00999733,0.029992,0.00999733,0.029992,0.00999733,0.029992,0.00999733
29,47.5988,1.53064,0.95871,0.89553,0.57853,0.37047,0.41344,0.24844,1.42852,0.87297,1.01079,0.0299917,0.00999723,0.0299917,0.00999723,0.0299917,0.00999723,0.0299917,0.00999723
30,49.095,1.64227,0.95393,0.90028,0.56009,0.37891,0.39695,0.2207,1.36892,0.79615,0.99686,0.0299914,0.00999713,0.0299914,0.00999713,0.0299914,0.00999713,0.0299914,0.00999713
31,50.4705,1.57134,0.93434,0.88091,0.54624,0.41241,0.39923,0.23493,1.38102,0.77875,0.995,0.0299911,0.00999703,0.0299911,0.00999703,0.0299911,0.00999703,0.0299911,0.00999703
32,53.5457,1.56723,0.92091,0.89044,0.6169,0.3866,0.41468,0.26858,1.24661,0.79152,0.98483,0.0299908,0.00999693,0.0299908,0.00999693,0.0299908,0.00999693,0.0299908,0.00999693
33,54.9712,1.5345,0.92732,0.90017,0.61133,0.40743,0.43862,0.27643,1.16329,0.76663,0.98065,0.0299905,0.00999683,0.0299905,0.00999683,0.0299905,0.00999683,0.0299905,0.00999683
34,56.5668,1.45233,0.90294,0.86774,0.72114,0.37959,0.47842,0.29796,1.27157,0.77305,0.97996,0.0299902,0.00999673,0.0299902,0.00999673,0.0299902,0.00999673,0.0299902,0.00999673
35,57.9433,1.49897,0.92371,0.88474,0.57752,0.47387,0.49762,0.30593,1.2245,0.73513,0.97676,0.0299899,0.00999663,0.0299899,0.00999663,0.0299899,0.00999663,0.0299899,0.00999663
36,59.4649,1.42932,0.87694,0.86509,0.67722,0.47187,0.5193,0.30926,1.34568,0.81466,0.98831,0.0299896,0.00999654,0.0299896,0.00999654,0.0299896,0.00999654,0.0299896,0.00999654
37,60.8412,1.46162,0.86167,0.8821,0.6992,0.48616,0.52441,0.31597,1.32209,0.77436,0.9855,0.0299893,0.00999644,0.0299893,0.00999644,0.0299893,0.00999644,0.0299893,0.00999644
38,62.475,1.48937,0.86454,0.88562,0.71613,0.46421,0.53482,0.33922,1.2186,0.71665,0.98287,0.029989,0.00999634,0.029989,0.00999634,0.029989,0.00999634,0.029989,0.00999634
39,63.9176,1.41545,0.84077,0.86934,0.7148,0.46232,0.53398,0.34466,1.20076,0.74385,0.98188,0.0299887,0.00999624,0.0299887,0.00999624,0.0299887,0.00999624,0.0299887,0.00999624
40,65.4708,1.39954,0.84647,0.86223,0.74706,0.4997,0.5565,0.35586,1.15291,0.68399,0.97795,0.0299884,0.00999614,0.0299884,0.00999614,0.0299884,0.00999614,0.0299884,0.00999614
41,66.8917,1.46258,0.84967,0.87251,0.7774,0.49983,0.56691,0.35114,1.05614,0.70579,0.96528,0.0299881,0.00999604,0.0299881,0.00999604,0.0299881,0.00999604,0.0299881,0.00999604
42,68.3946,1.32728,0.79058,0.85891,0.7585,0.53012,0.56381,0.37029,1.15078,0.68415,0.96536,0.0299878,0.00999594,0.0299878,0.00999594,0.0299878,0.00999594,0.0299878,0.00999594
43,69.7816,1.3444,0.80777,0.86712,0.78063,0.4681,0.56819,0.35692,1.26286,0.72716,0.96899,0.0299875,0.00999584,0.0299875,0.00999584,0.0299875,0.00999584,0.0299875,0.00999584
44,71.2554,1.35452,0.78944,0.86459,0.76027,0.48308,0.56882,0.36266,1.10561,0.70367,0.96146,0.0299872,0.00999574,0.0299872,0.00999574,0.0299872,0.00999574,0.0299872,0.00999574
45,72.6396,1.41598,0.82389,0.86342,0.78916,0.47536,0.57398,0.37509,1.15367,0.71874,0.96942,0.0299869,0.00999564,0.0299869,0.00999564,0.0299869,0.00999564,0.0299869,0.00999564
46,74.1927,1.34918,0.79154,0.86187,0.73161,0.5407,0.57869,0.35436,1.16552,0.72236,0.97312,0.0299866,0.00999554,0.0299866,0.00999554,0.0299866,0.00999554,0.0299866,0.00999554
47,75.5505,1.33034,0.79981,0.85811,0.75314,0.5233,0.58255,0.35741,1.06419,0.66645,0.96387,0.0299863,0.00999545,0.0299863,0.00999545,0.0299863,0.00999545,0.0299863,0.00999545
48,77.0904,1.33381,0.78399,0.85913,0.76112,0.51889,0.6033,0.3704,1.19299,0.70474,0.97177,0.029986,0.00999535,0.029986,0.00999535,0.029986,0.00999535,0.029986,0.00999535
49,78.4267,1.39678,0.80394,0.86294,0.79356,0.52012,0.60175,0.38335,1.19057,0.68793,0.97239,0.0299857,0.00999525,0.0299857,0.00999525,0.0299857,0.00999525,0.0299857,0.00999525
50,80.0311,1.41067,0.76665,0.85907,0.80055,0.51778,0.6114,0.3937,0.9749,0.63932,0.96015,0.0299854,0.00999515,0.0299854,0.00999515,0.0299854,0.00999515,0.0299854,0.00999515
51,81.4117,1.31201,0.75311,0.85863,0.83161,0.5429,0.61166,0.39896,0.9728,0.61541,0.95783,0.0299852,0.00999505,0.0299852,0.00999505,0.0299852,0.00999505,0.0299852,0.00999505
52,83.0754,1.23611,0.71321,0.85819,0.7909,0.53821,0.63271,0.41574,1.15268,0.72523,0.96042,0.0299849,0.00999495,0.0299849,0.00999495,0.0299849,0.00999495,0.0299849,0.00999495
53,84.7257,1.29047,0.7312,0.85663,0.82609,0.53707,0.63607,0.41952,1.15789,0.65207,0.95626,0.0299846,0.00999485,0.0299846,0.00999485,0.0299846,0.00999485,0.0299846,0.00999485
54,87.8205,1.34999,0.77067,0.85092,0.78363,0.57959,0.62938,0.42504,1.01929,0.61875,0.95476,0.0299843,0.00999475,0.0299843,0.00999475,0.0299843,0.00999475,0.0299843,0.00999475
55,89.2334,1.22464,0.73987,0.83906,0.72375,0.58384,0.61744,0.39539,1.10066,0.61873,0.9605,0.029984,0.00999465,0.029984,0.00999465,0.029984,0.00999465,0.029984,0.00999465
56,90.7711,1.21542,0.73013,0.8498,0.7398,0.55935,0.61873,0.41276,1.04441,0.64771,0.96373,0.0299837,0.00999456,0.0299837,0.00999456,0.0299837,0.00999456,0.0299837,0.00999456
57,92.0967,1.29355,0.73511,0.84417,0.74583,0.56756,0.61232,0.41173,1.00601,0.60253,0.96481,0.0299834,0.00999446,0.0299834,0.00999446,0.0299834,0.00999446,0.0299834,0.00999446
58,93.6762,1.42641,0.75279,0.86281,0.80474,0.57458,0.61711,0.40683,0.9839,0.60205,0.96776,0.0299831,0.00999436,0.0299831,0.00999436,0.0299831,0.00999436,0.0299831,0.00999436
59,95.1693,1.29896,0.73968,0.8496,0.86965,0.55987,0.6239,0.40204,1.10069,0.63626,0.96578,0.0299828,0.00999426,0.0299828,0.00999426,0.0299828,0.00999426,0.0299828,0.00999426
60,96.6671,1.22182,0.697,0.8518,0.85806,0.55179,0.61679,0.41636,0.86266,0.55562,0.95343,0.0299825,0.00999416,0.0299825,0.00999416,0.0299825,0.00999416,0.0299825,0.00999416
61,98.0239,1.19087,0.68913,0.84855,0.87484,0.57568,0.62401,0.41995,0.90718,0.58028,0.95016,0.0299822,0.00999406,0.0299822,0.00999406,0.0299822,0.00999406,0.0299822,0.00999406
62,99.5308,1.23069,0.72805,0.85425,0.86438,0.5901,0.6466,0.42207,1.004,0.59149,0.95107,0.0299819,0.00999396,0.0299819,0.00999396,0.0299819,0.00999396,0.0299819,0.00999396
63,100.882,1.20885,0.71481,0.84652,0.88381,0.55806,0.63865,0.42366,1.01395,0.609,0.9485,0.0299816,0.00999386,0.0299816,0.00999386,0.0299816,0.00999386,0.0299816,0.00999386
64,102.387,1.26463,0.70845,0.841,0.81749,0.57761,0.61787,0.41141,0.94146,0.60123,0.94426,0.0299813,0.00999376,0.0299813,0.00999376,0.0299813,0.00999376,0.0299813,0.00999376
65,103.781,1.22176,0.69659,0.8537,0.83243,0.54911,0.61686,0.40997,0.91302,0.62195,0.93271,0.029981,0.00999366,0.029981,0.00999366,0.029981,0.00999366,0.029981,0.00999366
66,105.305,1.21022,0.69546,0.85324,0.79427,0.56304,0.59775,0.39404,1.06825,0.64453,0.95366,0.0299807,0.00999356,0.0299807,0.00999356,0.0299807,0.00999356,0.0299807,0.00999356
67,106.727,1.18221,0.68652,0.84946,0.82192,0.57415,0.61217,0.41598,1.02514,0.621,0.94861,0.0299804,0.00999347,0.0299804,0.00999347,0.0299804,0.00999347,0.0299804,0.00999347
68,108.304,1.29215,0.73639,0.8489,0.83366,0.59174,0.62742,0.42331,0.85593,0.55467,0.9421,0.0299801,0.00999337,0.0299801,0.00999337,0.0299801,0.00999337,0.0299801,0.00999337
69,109.652,1.24202,0.69004,0.84247,0.81078,0.59778,0.6285,0.41941,0.841,0.55798,0.94143,0.0299798,0.00999327,0.0299798,0.00999327,0.0299798,0.00999327,0.0299798,0.00999327
70,111.134,1.22034,0.69154,0.85098,0.87764,0.56126,0.63466,0.42134,0.96614,0.58427,0.94812,0.0299795,0.00999317,0.0299795,0.00999317,0.0299795,0.00999317,0.0299795,0.00999317
71,112.463,1.22278,0.67738,0.84703,0.84636,0.59028,0.64092,0.42782,0.98865,0.5932,0.94222,0.0299792,0.00999307,0.0299792,0.00999307,0.0299792,0.00999307,0.0299792,0.00999307
72,114.031,1.215,0.67417,0.83914,0.85776,0.57307,0.65305,0.44666,0.88336,0.56446,0.93306,0.0299789,0.00999297,0.0299789,0.00999297,0.0299789,0.00999297,0.0299789,0.00999297
73,115.396,1.15313,0.6541,0.84218,0.86449,0.57417,0.6608,0.45493,0.84265,0.5448,0.92948,0.0299786,0.00999287,0.0299786,0.00999287,0.0299786,0.00999287,0.0299786,0.00999287
74,116.95,1.16868,0.65552,0.83692,0.85479,0.58069,0.65903,0.44981,0.9093,0.57774,0.93202,0.0299783,0.00999277,0.0299783,0.00999277,0.0299783,0.00999277,0.0299783,0.00999277
75,118.36,1.22086,0.67934,0.841,0.86923,0.58089,0.66714,0.45281,1.04263,0.58004,0.93904,0.029978,0.00999267,0.029978,0.00999267,0.029978,0.00999267,0.029978,0.00999267
76,121.442,1.17699,0.67101,0.84973,0.77851,0.62262,0.68169,0.47863,0.85511,0.55531,0.93749,0.0299777,0.00999258,0.0299777,0.00999258,0.0299777,0.00999258,0.0299777,0.00999258
77,122.898,1.21849,0.66728,0.83838,0.73231,0.63426,0.68225,0.46611,0.86208,0.53835,0.93652,0.0299774,0.00999248,0.0299774,0.00999248,0.0299774,0.00999248,0.0299774,0.00999248
78,124.443,1.11895,0.66844,0.85106,0.66749,0.68396,0.68063,0.46884,0.96201,0.5729,0.94008,0.0299771,0.00999238,0.0299771,0.00999238,0.0299771,0.00999238,0.0299771,0.00999238
79,125.854,1.16842,0.67554,0.84057,0.71758,0.68313,0.68038,0.47147,0.95634,0.57646,0.93668,0.0299768,0.00999228,0.0299768,0.00999228,0.0299768,0.00999228,0.0299768,0.00999228
80,127.45,1.19694,0.65715,0.83663,0.80422,0.65376,0.6874,0.46284,1.00838,0.56539,0.93547,0.0299765,0.00999218,0.0299765,0.00999218,0.0299765,0.00999218,0.0299765,0.00999218
81,128.795,1.17248,0.65644,0.84489,0.85636,0.60191,0.67746,0.46423,0.88398,0.5441,0.9387,0.0299762,0.00999208,0.0299762,0.00999208,0.0299762,0.00999208,0.0299762,0.00999208
82,130.287,1.1954,0.66155,0.84513,0.82123,0.62459,0.67607,0.46568,0.96997,0.56532,0.9447,0.0299759,0.00999198,0.0299759,0.00999198,0.0299759,0.00999198,0.0299759,0.00999198
83,131.69,1.25466,0.66607,0.83374,0.87988,0.5724,0.6729,0.45465,0.91696,0.57084,0.94503,0.0299756,0.00999188,0.0299756,0.00999188,0.0299756,0.00999188,0.0299756,0.00999188
84,133.195,1.1625,0.65932,0.84932,0.77667,0.66908,0.69018,0.46491,0.8541,0.55241,0.93375,0.0299753,0.00999178,0.0299753,0.00999178,0.0299753,0.00999178,0.0299753,0.00999178
85,134.694,1.11834,0.64358,0.84029,0.79348,0.67758,0.68809,0.45512,0.9271,0.55886,0.93441,0.0299751,0.00999168,0.0299751,0.00999168,0.0299751,0.00999168,0.0299751,0.00999168
86,136.226,1.14211,0.63409,0.852,0.7819,0.66345,0.68485,0.48093,0.84517,0.53255,0.93179,0.0299748,0.00999158,0.0299748,0.00999158,0.0299748,0.00999158,0.0299748,0.00999158
87,137.607,1.15759,0.63349,0.82585,0.7792,0.65997,0.67169,0.46493,0.88938,0.56433,0.93336,0.0299745,0.00999149,0.0299745,0.00999149,0.0299745,0.00999149,0.0299745,0.00999149
88,139.153,1.15594,0.65289,0.8353,0.77025,0.63647,0.66957,0.46897,0.92646,0.57364,0.91752,0.0299742,0.00999139,0.0299742,0.00999139,0.0299742,0.00999139,0.0299742,0.00999139
89,140.498,1.12186,0.6222,0.84088,0.76758,0.651,0.67244,0.4684,0.8912,0.55281,0.92686,0.0299739,0.00999129,0.0299739,0.00999129,0.0299739,0.00999129,0.0299739,0.00999129
90,142.018,1.19886,0.63536,0.82689,0.85016,0.58354,0.66816,0.4535,0.90944,0.56261,0.93839,0.0299736,0.00999119,0.0299736,0.00999119,0.0299736,0.00999119,0.0299736,0.00999119
91,143.4,1.13874,0.62855,0.82857,0.82941,0.63704,0.68022,0.47496,0.85948,0.52957,0.94009,0.0299733,0.00999109,0.0299733,0.00999109,0.0299733,0.00999109,0.0299733,0.00999109
92,145.003,1.13478,0.62789,0.84391,0.77636,0.65619,0.69294,0.46816,0.93333,0.54379,0.9322,0.029973,0.00999099,0.029973,0.00999099,0.029973,0.00999099,0.029973,0.00999099
93,146.361,1.13241,0.62309,0.82631,0.78198,0.6359,0.69812,0.48249,0.84226,0.5299,0.92931,0.0299727,0.00999089,0.0299727,0.00999089,0.0299727,0.00999089,0.0299727,0.00999089
94,147.991,1.14171,0.63576,0.82946,0.76522,0.65289,0.7086,0.48351,0.87518,0.56039,0.93514,0.0299724,0.00999079,0.0299724,0.00999079,0.0299724,0.00999079,0.0299724,0.00999079
95,149.339,1.12152,0.62317,0.82838,0.8112,0.632,0.69235,0.47567,0.93114,0.59488,0.93413,0.0299721,0.00999069,0.0299721,0.00999069,0.0299721,0.00999069,0.0299721,0.00999069
96,150.892,1.11852,0.61789,0.83146,0.72542,0.68468,0.70763,0.50433,0.84279,0.55172,0.92793,0.0299718,0.00999059,0.0299718,0.00999059,0.0299718,0.00999059,0.0299718,0.00999059
97,152.311,1.08177,0.58665,0.8357,0.79874,0.63666,0.70242,0.483,0.86693,0.56005,0.92584,0.0299715,0.0099905,0.0299715,0.0099905,0.0299715,0.0099905,0.0299715,0.0099905
98,155.401,1.11824,0.60716,0.83178,0.79762,0.66479,0.72211,0.50822,0.86139,0.56304,0.92878,0.0299712,0.0099904,0.0299712,0.0099904,0.0299712,0.0099904,0.0299712,0.0099904
99,156.95,1.10341,0.61672,0.83046,0.83529,0.66458,0.72664,0.50806,0.80214,0.53042,0.9286,0.0299709,0.0099903,0.0299709,0.0099903,0.0299709,0.0099903,0.0299709,0.0099903
100,158.537,1.1245,0.61897,0.83429,0.85825,0.66691,0.73413,0.52029,0.8213,0.52774,0.91887,0.0299706,0.0099902,0.0299706,0.0099902,0.0299706,0.0099902,0.0299706,0.0099902
101,159.943,1.10624,0.62292,0.83673,0.87196,0.66218,0.72943,0.49656,0.89382,0.54416,0.9199,0.0299703,0.0099901,0.0299703,0.0099901,0.0299703,0.0099901,0.0299703,0.0099901
102,161.629,1.10464,0.6374,0.82954,0.85062,0.66459,0.73559,0.51349,0.78429,0.52623,0.92218,0.02997,0.00999,0.02997,0.00999,0.02997,0.00999,0.02997,0.00999
103,163.013,1.10235,0.61364,0.83728,0.80666,0.66318,0.7359,0.51552,0.76713,0.51274,0.92632,0.0299697,0.0099899,0.0299697,0.0099899,0.0299697,0.0099899,0.0299697,0.0099899
104,164.607,1.12569,0.61012,0.84086,0.71605,0.69751,0.71808,0.47075,0.91103,0.54615,0.93311,0.0299694,0.0099898,0.0299694,0.0099898,0.0299694,0.0099898,0.0299694,0.0099898
105,166.041,1.10032,0.6114,0.82456,0.77681,0.69657,0.72507,0.49074,0.8765,0.52425,0.92891,0.0299691,0.0099897,0.0299691,0.0099897,0.0299691,0.0099897,0.0299691,0.0099897
106,167.701,1.14326,0.62364,0.82533,0.82028,0.68109,0.72348,0.50765,0.84341,0.52408,0.92356,0.0299688,0.00998961,0.0299688,0.00998961,0.0299688,0.00998961,0.0299688,0.00998961
107,169.136,1.07997,0.59799,0.83451,0.86525,0.66548,0.71749,0.51213,0.86184,0.53295,0.9239,0.0299685,0.00998951,0.0299685,0.00998951,0.0299685,0.00998951,0.0299685,0.00998951
108,170.762,1.11707,0.61155,0.83017,0.86513,0.66005,0.72751,0.5032,0.87671,0.52745,0.93025,0.0299682,0.00998941,0.0299682,0.00998941,0.0299682,0.00998941,0.0299682,0.00998941
109,172.243,1.05812,0.59947,0.83736,0.84024,0.68253,0.72421,0.50008,0.89123,0.53832,0.93291,0.0299679,0.00998931,0.0299679,0.00998931,0.0299679,0.00998931,0.0299679,0.00998931
110,173.863,1.1278,0.60907,0.83262,0.8695,0.68251,0.72704,0.51603,0.83402,0.51065,0.91955,0.0299676,0.00998921,0.0299676,0.00998921,0.0299676,0.00998921,0.0299676,0.00998921
111,175.444,1.06983,0.60113,0.8331,0.89565,0.65442,0.71178,0.51447,0.81531,0.51483,0.91895,0.0299673,0.00998911,0.0299673,0.00998911,0.0299673,0.00998911,0.0299673,0.00998911
112,177.031,1.14169,0.62131,0.83526,0.88893,0.65263,0.71706,0.50951,0.8329,0.53293,0.91318,0.029967,0.00998901,0.029967,0.00998901,0.029967,0.00998901,0.029967,0.00998901
113,178.542,1.0847,0.59197,0.82904,0.88597,0.65183,0.72348,0.50857,0.88441,0.54679,0.91379,0.0299667,0.00998891,0.0299667,0.00998891,0.0299667,0.00998891,0.0299667,0.00998891
114,180.289,1.06526,0.58563,0.82853,0.89186,0.65749,0.73419,0.52591,0.83456,0.52205,0.91062,0.0299664,0.00998881,0.0299664,0.00998881,0.0299664,0.00998881,0.0299664,0.00998881
115,181.738,1.11486,0.59928,0.83056,0.88953,0.65819,0.73022,0.52864,0.81973,0.50812,0.91097,0.0299661,0.00998871,0.0299661,0.00998871,0.0299661,0.00998871,0.0299661,0.00998871
116,183.33,1.09002,0.60367,0.82843,0.83084,0.6651,0.72401,0.50473,0.86884,0.52745,0.92821,0.0299658,0.00998862,0.0299658,0.00998862,0.0299658,0.00998862,0.0299658,0.00998862
117,184.744,1.05454,0.57828,0.82543,0.82185,0.65814,0.713,0.48766,0.89088,0.54679,0.92404,0.0299655,0.00998852,0.0299655,0.00998852,0.0299655,0.00998852,0.0299655,0.00998852
118,186.275,1.12464,0.60444,0.83057,0.8045,0.67411,0.7184,0.51956,0.8066,0.50602,0.9099,0.0299653,0.00998842,0.0299653,0.00998842,0.0299653,0.00998842,0.0299653,0.00998842
119,189.233,1.02773,0.59727,0.81164,0.82053,0.67374,0.71574,0.51862,0.80851,0.52644,0.91597,0.029965,0.00998832,0.029965,0.00998832,0.029965,0.00998832,0.029965,0.00998832
120,190.847,1.08642,0.59734,0.83399,0.8338,0.65056,0.72475,0.5101,0.89247,0.55509,0.92587,0.0299647,0.00998822,0.0299647,0.00998822,0.0299647,0.00998822,0.0299647,0.00998822
121,192.145,1.04723,0.5904,0.82046,0.84858,0.66124,0.73777,0.51794,0.84153,0.53261,0.92618,0.0299644,0.00998812,0.0299644,0.00998812,0.0299644,0.00998812,0.0299644,0.00998812
122,193.725,1.02881,0.57786,0.828,0.81117,0.67083,0.74111,0.52748,0.82314,0.49719,0.9194,0.0299641,0.00998802,0.0299641,0.00998802,0.0299641,0.00998802,0.0299641,0.00998802
123,195.061,1.14571,0.59662,0.83561,0.77333,0.68568,0.73866,0.52393,0.81241,0.50604,0.91595,0.0299638,0.00998792,0.0299638,0.00998792,0.0299638,0.00998792,0.0299638,0.00998792
124,196.605,1.01378,0.56547,0.8341,0.85372,0.68841,0.7368,0.51039,0.81219,0.53235,0.91661,0.0299635,0.00998782,0.0299635,0.00998782,0.0299635,0.00998782,0.0299635,0.00998782
125,197.97,1.01204,0.58426,0.83849,0.86,0.66901,0.747,0.53132,0.7962,0.53107,0.91151,0.0299632,0.00998772,0.0299632,0.00998772,0.0299632,0.00998772,0.0299632,0.00998772
126,199.54,1.01485,0.58056,0.83461,0.86359,0.6967,0.75236,0.51285,0.94157,0.52521,0.9142,0.0299629,0.00998762,0.0299629,0.00998762,0.0299629,0.00998762,0.0299629,0.00998762
127,200.896,1.05423,0.57527,0.83454,0.80703,0.70135,0.73985,0.50849,0.91805,0.5262,0.9177,0.0299626,0.00998753,0.0299626,0.00998753,0.0299626,0.00998753,0.0299626,0.00998753
128,202.467,1.01707,0.56346,0.82711,0.78564,0.68785,0.73902,0.51517,0.8399,0.51087,0.91113,0.0299623,0.00998743,0.0299623,0.00998743,0.0299623,0.00998743,0.0299623,0.00998743
129,203.788,1.04897,0.59325,0.82521,0.8595,0.68113,0.73637,0.51516,0.78794,0.51862,0.90651,0.029962,0.00998733,0.029962,0.00998733,0.029962,0.00998733,0.029962,0.00998733
130,205.348,1.08796,0.5976,0.82066,0.83312,0.69727,0.7481,0.51274,0.8453,0.50572,0.90938,0.0299617,0.00998723,0.0299617,0.00998723,0.0299617,0.00998723,0.0299617,0.00998723
131,206.713,1.01285,0.58064,0.82613,0.84557,0.68326,0.74056,0.51156,0.88627,0.49745,0.90413,0.0299614,0.00998713,0.0299614,0.00998713,0.0299614,0.00998713,0.0299614,0.00998713
132,208.25,1.06036,0.57871,0.83867,0.88853,0.66343,0.74353,0.53657,0.76975,0.48309,0.90731,0.0299611,0.00998703,0.0299611,0.00998703,0.0299611,0.00998703,0.0299611,0.00998703
